0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,class
0.1164444444,0.1188630491,0.1347124117,0.2113118617,0.125079164,0.1788508228,0.3257273246,0.1637848223,0.1426032874,0.2079222079,0.3100808167,0.4032615579,0.4026726058,0.3385488959,0.3167820243,0.176063505,0.1430939799,0.1923116883,0.2033452556,0.266802226,0.3783726813,0.3669358961,0.4564430245,0.6096020215,0.7457991803,0.7585959027,0.8694779116,0.9909593703,0.9211647727,0.6783850005,0.596858034,0.5240395417,0.3596334141,0.3356119792,0.200470492,0.1079979623,0.1356877323,0.129250286,0.2092557453,0.2577342048,0.2405327157,0.3246642247,0.1353313969,0.1201545224,0.2007727533,0.2556763451,0.3452009543,0.4399636143,0.25,0.1927554981,0.1809045226,0.2025677603,0.1762820513,0.209375,0.2297297297,0.1245421245,0.2217573222,0.1666666667,0.129476584,0.0415704388,0
0.0808888889,0.0988372093,0.2189707366,0.4076983504,0.5845471818,0.2179660103,0.1534512265,0.2387127762,0.1009921516,0.1276991277,0.313483624,0.5940468651,0.5382331106,0.5652996845,0.6153074531,0.6413596581,0.7952543778,0.9177142857,0.9823269514,0.9608304795,0.8572934233,0.8287496166,0.816400426,0.7901663508,0.6006147541,0.3833712711,0.370258813,0.3944905339,0.4317167208,0.3430275913,0.2347233453,0.2955515614,0.2833666912,0.2019314236,0.1951518871,0.2202750891,0.3116116335,0.423416866,0.3461943917,0.2830065359,0.1606253619,0.2106227106,0.2693424875,0.1067004129,0.0754149971,0.0388055594,0.0300972656,0.1300788357,0.0413265306,0.0659767141,0.0221105528,0.2211126961,0.3012820513,0.215625,0.7135135135,1,0.3933054393,0.1603773585,0.4049586777,0.1986143187,0
0.0542222222,0.1220930233,0.114530777,0.1520031422,0.1899936669,0.1766927435,0.0787221905,0.1940441883,0.1708870132,0.1532961533,0.0689068481,0.1369537682,0.1273942094,0.0731861199,0.0426321597,0.1162222675,0.2425655373,0.2672207792,0.3339995792,0.4593321918,0.6073988196,0.8120846539,0.918743344,0.864181933,0.8004098361,0.8509644184,1,0.9848968305,0.9418628247,0.7990838394,0.691579069,0.71961357,0.6408932898,0.7077907986,0.7228188606,0.6617422313,0.6085720534,0.4695851097,0.3234239933,0.2449891068,0.1570353214,0.1168498168,0.0801425931,0.0785933129,0.0306239267,0.0423833769,0.0242246284,0.0812613705,0.0408163265,0.1151358344,0.0381909548,0.0912981455,0.1570512821,0.021875,0.027027027,0.0915750916,0.230125523,0.1477987421,0.0633608815,0.0554272517,1
0.0968888889,0.0943152455,0.0822401615,0.1197957581,0.119379354,0.1694092258,0.1645750143,0.085975024,0.0433881238,0.1625911626,0.3000141784,0.3307473084,0.3472902747,0.1512933754,0.063998395,0.0954610218,0.207646876,0.302025974,0.4125815275,0.4827696918,0.6319561551,0.7743584501,0.7846645367,0.7668982944,0.8552254098,0.9186534084,0.9390896921,0.8558817273,0.7179383117,0.4513689145,0.0412383043,0.2861154797,0.4432739914,0.6081814236,0.8039275851,0.9867549669,0.9237918216,0.6268066965,0.4116592874,0.2815904139,0.2642733063,0.4012210012,0.5513599155,0.5710670041,0.5601030338,0.3440209165,0.1855386309,0.1003638569,0.1352040816,0.1203104787,0.0371859296,0.122681883,0.1378205128,0.1,0.027027027,0.0146520147,0.1631799163,0.0660377358,0.0716253444,0.0808314088,0
0.36,0.5658914729,0.4127144299,0.2965435978,0.0310322989,0.0434313461,0.0986879635,0.4704610951,0.5644898564,1,1,0.7594996833,0.4181143281,0.2117350158,0.2744507975,0.3638306534,0.2236037716,0.2215064935,0.2943404166,0.4510916096,0.6339586847,0.8419384521,0.9722044728,1,0.6582991803,0.4396789266,0.3333333333,0.3027015529,0.4154829545,0.3802066688,0.3919371607,0.0851494046,0.4033498367,0.6642795139,0.6084688555,0.426693836,0.4118740433,0.3387750858,0.4428631668,0.462962963,0.3015634047,0.5196581197,0.5275944019,0.2090049287,0.2062106468,0.0155497454,0.2002202239,0.609763493,0.5346938776,0.2496765847,0.2,0.239657632,0.6153846154,0.609375,0.3648648649,0.1648351648,0.10041841,0.5,0.1597796143,0.0346420323,0
0.1377777778,0.2700258398,0.2325933401,0.2513747054,0.4901836605,0.2079848934,0.1063890473,0.2336695485,0.4590552347,0.4011154011,0.4230823763,0.443160228,0.4230141054,0.2919873817,0.1656134015,0.1166293507,0.2542741685,0.4305454545,0.6466442247,0.7520333904,0.6795952782,0.4267457315,0.1940362087,0.2510002106,0.4850409836,0.7809991614,1,0.9189534142,0.8497362013,0.7573239587,0.5512302183,0.5376319928,0.6654376909,0.6281467014,0.4941188504,0.3456953642,0.378088782,0.3566600811,0.3149905123,0.2891067538,0.380775912,0.4612942613,0.4349088989,0.2452377781,0.1409559244,0.1063712674,0.1152505047,0.1470588235,0.112244898,0.1435963777,0.1135678392,0.1626248217,0.3493589744,0.259375,0.0567567568,0.0769230769,0.0962343096,0.1477987421,0.1983471074,0.0369515012,0
0.4364444444,0.5930232558,0.3062563068,0.1402199529,0.2938568714,0.6244942002,0.4432401597,0.4610951009,0.3755367985,0.1688831689,0.3341840352,0.4024699177,0.6307349666,0.4288958991,0.2010231718,0.2648076532,0.3007978448,0.1206233766,0.2409004839,0.3052226027,0.492727656,0.6985993252,0.6957401491,0.6645609602,0.4979508197,0.4378818737,0.5683846497,0.8285471176,0.9016842532,0.8516032811,0.9998844865,0.9844978656,0.6978826504,0.7017144097,0.7248644779,0.402343352,0.1343756834,0.1493189144,0.1064726966,0.3096949891,0.7614360162,1,0.6855030367,0.5525509524,0.9161419576,0.8516581808,0.5400991008,0.4057004245,0.175,0.4514877102,0.4492462312,0.604850214,0.8621794872,0.428125,0.3081081081,0.4578754579,0.0711297071,0.3333333333,0.2011019284,0.1662817552,0
0.1564444444,0,0.0620585267,0.0015710919,0.0208993034,0.009441597,0.0907016543,0.0268972142,0.0636754035,0.1407121407,0.0782645683,0.1117796073,0.1514476615,0.0185488959,0,0,0.0284944565,0.182025974,0.309488744,0.3378638699,0.3491779089,0.4646764135,0.6073482428,0.7392082544,0.8642418033,0.8547981311,0.7658411423,0.8252499468,0.9625608766,0.9594119527,0.9513688345,0.9547292743,0.969240493,1,0.7843919403,0.5218543046,0.2588016619,0.1632525736,0.105734767,0.3254901961,0.3972206138,0.4943833944,0.421969897,0.3653923005,0.3866628506,0.2750791248,0.1780143146,0.1249241965,0.1612244898,0.1500646831,0.0633165829,0.1426533524,0.2083333333,0.15,0.0648648649,0.0256410256,0.0167364017,0.0660377358,0.1542699725,0.0877598152,1
0.08,0.0801033592,0.061049445,0.0070699136,0.0455984801,0.2541138387,0.2281802624,0.0821325648,0.1267584777,0.0888030888,0.0639444208,0.0611146295,0.1293244246,0.1148264984,0.1695255291,0.246488907,0.2987255207,0.3576103896,0.3943824953,0.3811001712,0.4149451939,0.3942337184,0.287113951,0.3695514845,0.4329918033,0.4270995567,0.7269076305,0.9471389066,1,0.902418238,0.8412845096,0.8050999775,0.7115769514,0.6207682292,0.5581466708,0.5677024962,0.5437349661,0.3419985442,0.1368332279,0.0815904139,0.0331210191,0.2240537241,0.3332453129,0.350606101,0.3284201488,0.2260905463,0.172875757,0.3499090358,0.3484693878,0.2082794308,0.0984924623,0.1184022825,0.0352564103,0.215625,0.1567567568,0.0805860806,0.1087866109,0.106918239,0.1900826446,0.0808314088,1
0.0746666667,0.0432816537,0.053481332,0.1256873527,0.1937935402,0.2015106555,0.2227609812,0.1359269933,0.1282393011,0.131989132,0.0968382249,0.0419569348,0.2022271715,0.3950788644,0.4787842311,0.6521473641,0.765620143,0.7742337662,0.8055964654,0.7997645548,0.820510118,0.8502198139,0.8796592119,0.8835544325,0.8954918033,0.9601054271,1,0.9078919379,0.6714691558,0.4310216257,0.2188980016,0.2870141541,0.1305172232,0.1824001736,0.2399509052,0.2130412634,0.1965886726,0.1266507227,0,0,0.0148233932,0.0283272283,0.0578294164,0.0234447849,0.046222095,0,0.0466140576,0.0654942389,0.0821428571,0.1319534282,0.1155778894,0.0984308131,0.0576923077,0.31875,0.127027027,0.2673992674,0.3054393305,0.1666666667,0.1487603306,0.0762124711,1
0.2737777778,0.1259689922,0.1286579213,0.1661429694,0.1937935402,0.2333423253,0.1768397034,0.257925072,0.1012883163,0.1154011154,0.1681553949,0.0452818239,0.138827023,0.0879495268,0.1146554318,0.1542845512,0.1339757538,0.0862337662,0,0.0950342466,0.3133431703,0.6059707596,0.9090521832,0.9330385344,0.8644467213,0.8528812747,0.8385765283,0.8758774729,1,0.8184723554,0.6469908744,0.5723432936,0.5487201096,0.6974826389,0.6752582592,0.5050433011,0.2623004592,0.1013829677,0.1243938436,0.2754901961,0.1892298784,0.2230769231,0.3415632427,0.1859597709,0.0757012021,0.0921976056,0.0963479538,0.1258338387,0,0.0802069858,0.0271356784,0.0199714693,0.0865384615,0.140625,0.1297297297,0.2161172161,0.5857740586,0.4056603774,0.1377410468,0.0808314088,1
0.144,0.2067183463,0.0771947528,0.0467399843,0.1032298923,0.4084165093,0.5148317171,0.3832853026,0.333629498,0.3676533677,0.399688076,0.4270107663,0.310467706,0.090977918,0.1775504063,0.2074089151,0.2469174179,0.2583896104,0.1620029455,0.116010274,0.3813237774,0.6809119722,0.7997870075,0.837123605,0.8892418033,0.9161375344,0.9985497546,1,0.8076298701,0.5950782998,0.5823033383,0.5777353404,0.3848098599,0.1129557292,0.0640278204,0.0430973001,0.0675705226,0.1068940418,0.1375711575,0.1179738562,0.0973943254,0.1196581197,0.2400316874,0.1443985613,0.1224957069,0.1458648686,0.2657368324,0.4008489994,0.4270408163,0.3673997413,0.1949748744,0.1540656205,0.2980769231,0.575,0.072972973,0.3553113553,0.2594142259,0.3522012579,0.5289256198,0.3487297921,0
0.0666666667,0.0936692506,0.3067608476,0.0577376277,0.0436985434,0.0679794982,0.249572162,0.2829010567,0.0774470606,0.1645931646,0.0839359138,0.2780240659,0,0.250851735,0.1703280169,0.2003867291,0.0356439747,0.198025974,0.3751314959,0.3549871575,0.2349283305,0.35487169,0.5267305644,0.4573594441,0.2971311475,0.4409967653,0.4707719768,0.2044245905,0.1974431818,0.313838287,0.6076007855,0.7791507526,0.5912777836,0.3326822917,0.3815076199,0.2880285278,0.552919309,0.8766767183,1,0.98583878,0.6671685003,0.6043956044,0.4028254555,0.3925669375,0.6080423583,0.4993807624,0.4738484126,0.4654335961,0.3367346939,0.3725743855,0.2331658291,0.1611982882,0.0993589744,0.421875,0.2135135135,0.2527472527,0.1966527197,0.1289308176,0.1074380165,0.2563510393,1
0.0951111111,0.0348837209,0.0872855701,0.0326001571,0.1168461051,0.1489074723,0.1100969766,0.007925072,0.122019843,0.1156871157,0.1639018857,0.1961684611,0.2825538233,0.2883280757,0.2579997994,0.1855281905,0.2118951404,0.2866493506,0.3769198401,0.4144905822,0.4617411467,0.5568960229,0.5989350373,0.6568751316,0.8239754098,0.8589912543,0.9103078983,0.8899170389,0.7513189935,0.6522850751,0.6310500173,0.5170748146,0.3324554935,0.2025824653,0.1164979032,0.1974528782,0.2234856768,0.2381199958,0.2629137677,0.2116557734,0.1504342791,0.3146520147,0.3159493002,0.1919541761,0.2033485976,0.1735241503,0.1565424849,0.2046694967,0.1551020408,0.3260025873,0.127638191,0.0513552068,0.0737179487,0.01875,0.0432432432,0.1611721612,0.5648535565,0.4308176101,0.0743801653,0.1339491917,1
0.1813333333,0.2215762274,0.0126135217,0.1245090338,0.1228625712,0.3603992447,0.5670279521,0.2617675312,0.0999555753,0.2170742171,0.3431164044,0.49430019,0.5801039347,0.5207570978,0.5470959976,0.7175859963,0.806963009,0.9153246753,1,0.9377140411,0.9068296796,0.9334423883,0.7320553781,0.4889450411,0.3961065574,0.2144483048,0.6632083891,0.863114231,0.8998579545,0.7884308086,0.3904354857,0.1027858908,0.1266196145,0.2227647569,0.2885343152,0.2167091187,0.1079160289,0.1739627743,0.2216951297,0.2911764706,0.1447596989,0,0.0253498812,0.1189556414,0.1838866629,0.0345397,0.1266287392,0.1788963008,0.1469387755,0.3027166882,0.1065326633,0.0798858773,0.0544871795,0.334375,0.3918918919,0.1904761905,0.0962343096,0.0817610063,0.2837465565,0.3625866051,1
0.0524444444,0.0820413437,0.1392532795,0.1468970935,0.2799240025,0.1715673051,0.0544780376,0.0386647454,0.0913667999,0.2345202345,0.2383382958,0.1474034199,0.2225686711,0.0682649842,0.2154679506,0.5046814574,0.7130867268,0.7689350649,0.6025667999,0.3044734589,0.3394814503,0.2456804008,0.3371671991,0.722152032,0.8640368852,0.787109141,0.7514502454,0.7726015741,0.5588474026,0.3219345904,0.2927111008,0.3887890362,0.3015906457,0.1369357639,0.2458831953,0.306673459,0.1133828996,0.0691483831,0.1380982501,0.1953159041,0.0942675159,0.1070818071,0.0920253499,0.0927134674,0.1345163137,0.1281133893,0.0647825289,0.1109763493,0.0433673469,0.2238033635,0.0472361809,0.3252496434,0.3493589744,0.378125,0.3,0.2051282051,0.230125523,0.0880503145,0.1955922865,0.0900692841,1
0.3715555556,0.2713178295,0.1109989909,0.3731343284,0.6918936035,0.6730509846,0.5242441529,0.3770413064,0.2555901081,0.4247104247,0.4969516518,0.8119062698,0.8892353378,0.9550788644,0.8386999699,0.9010787706,1,0.8868571429,0.8688196928,0.7737585616,0.7002529511,0.7526837747,0.6136315229,0.2851126553,0.1881147541,0.0749970049,0.2535698349,0.2392044246,0.1831371753,0.1127090657,0.0028878364,0.107616266,0.1796060255,0.0751953125,0.1487163752,0.0870096791,0.2417450251,0.2330248518,0.1966055239,0.115795207,0.086045165,0.3388278388,0.2939001848,0,0.2748998283,0.2006329985,0.0662506882,0.1776834445,0.2510204082,0.6041397154,0.240201005,0.3794579173,0.641025641,0.39375,0.4837837838,0.1868131868,0.1757322176,0.3522012579,0.4159779614,0.2170900693,0
0.0942222222,0.1130490956,0.015136226,0.0624509034,0.0516149462,0.0984623685,0.1480319452,0.0564361191,0.1916185399,0.2811382811,0.2844179782,0.2777074098,0.1484780995,0.2041640379,0.2927073929,0.5272745777,0.6736089524,0.7842077922,0.8127498422,0.7099743151,0.7209106239,0.7871383294,0.7930777423,0.4628342809,0.1735655738,0.1522702767,0.5822177599,0.8453520528,0.8950892857,0.7678704591,0.4814600901,0.4983149854,0.3719582851,0.3233506944,0.2685895469,0.2208863984,0.256724251,0.4220650931,0.4166139574,0.3482570806,0.0966994789,0.1969474969,0.467784526,0.3752497669,0.1286491128,0.2091647172,0.2424298036,0.2216494845,0.3030612245,0.2897800776,0.1025125628,0.2282453638,0.2596153846,0.09375,0.1513513514,0.2234432234,0.1129707113,0.1981132075,0.0771349862,0.1085450346,0
0.0737777778,0.0387596899,0.0216952573,0.1578947368,0.2169094364,0.2079848934,0.2258984598,0.0951008646,0.0587886865,0.04004004,0.1158372324,0.1861937935,0.2996288048,0.3410725552,0.4097702879,0.4673315693,0.5223292923,0.6134025974,0.6907216495,0.7771832192,0.9465640809,1,0.9621938232,0.9401979364,0.8625,0.7478135857,0.6096608657,0.4141671985,0.466213474,0.5901779056,0.4538523738,0.3135250506,0.3400400295,0.3152126736,0.0847908356,0.0495160469,0.0030614476,0.0081106374,0.1394686907,0.2235294118,0.1525188188,0.0717948718,0,0.0696683096,0.086863194,0.0254575478,0.0800146816,0.1049120679,0.1229591837,0.1228978008,0.1527638191,0.029957204,0.233974359,0.309375,0.2081081081,0.1978021978,0,0.0628930818,0.0688705234,0.0484988453,1
0.1342222222,0.0943152455,0.2452068618,0.0891594658,0.0617479417,0.0633935797,0.0396463206,0.1049471662,0.0270990671,0.0516230516,0.0336027222,0.2561747942,0.1270972532,0.0851735016,0.0883739593,0.1553022593,0.1263081546,0,0.0864717021,0.1530393836,0.1543001686,0.0743277783,0.1443024494,0.0779111392,0.0385245902,0.0584641188,0.4022757697,0.6246543289,0.6286525974,0.5852775115,0.6983943629,0.5585261739,0.571684399,0.8693576389,0.946916232,0.9699439633,0.8107369342,0.6166164084,0.5681003584,0.6569716776,0.5894614939,0.5808302808,0.4287034592,0.2212601572,0.155695478,0.0846291455,0.1537896862,0.2847180109,0.2765306122,0.234152652,0.0793969849,0.0485021398,0.5448717949,0.4875,0.1972972973,0.1684981685,0.4560669456,0.5534591195,0.8071625344,0.1316397229,1
0.2471111111,0.2112403101,0.2396569122,0.2160251375,0.0316656111,0.3339627731,0.3542498574,0.2461575408,0.2769139642,0.3204633205,0.369913512,0.4078530716,0.2069784707,0,0.0643996389,0.1304701812,0.1783234898,0.2358441558,0.2455291395,0.3892337329,0.5452150084,0.6922605051,0.7067092652,0.7496315014,0.9223360656,1,0.9976572959,0.8188683259,0.6988636364,0.6954298498,0.680720804,0.5119074365,0.2187927947,0.0583767361,0.0565613174,0.0182373917,0.133500984,0.1497348445,0.1030993042,0.0797385621,0.0152866242,0.1600732601,0.1839186691,0.1722392434,0.1821694333,0.1321040319,0.2174710956,0.2768344451,0.2387755102,0.3040103493,0.0331658291,0.1112696148,0.1314102564,0.346875,0.0810810811,0.1135531136,0.129707113,0.2389937107,0.0964187328,0.0969976905,0
0.3093333333,0.1647286822,0.1094853683,0.0655930872,0.0354654845,0.1664418667,0.1762692527,0.2240634006,0.1359395824,0.0985270985,0.1807741387,0.3687460418,0.3622865627,0.1143217666,0.0567760056,0.1425809078,0.1960418609,0.3336103896,0.1365453398,0.2782534247,0.5867411467,0.692056027,0.8286474973,0.8476521373,0.7653688525,0.5465436684,0.5243195002,0.4045947671,0.3969155844,0.4046021093,0.4770705787,0.6246910807,0.7126303592,0.6627604167,0.5808530224,0.5306164035,0.4970478898,0.3845273994,0.3978494624,0.6411764706,0.7916618413,0.8030525031,0.8090837074,0.5104569069,0.4530623927,0.3430576579,0.2585795559,0.2871437235,0.1510204082,0.340232859,0.0572864322,0,0.1282051282,0.028125,0,0.2527472527,0.3891213389,0.1603773585,0.2314049587,0.1247113164,1
0.2542222222,0.3003875969,0.3415741675,0.3036135114,0.0037998733,0.0226598327,0.2162007986,0.2204610951,0.2887605509,0.0935220935,0.2095562172,0.3671627612,0.3902004454,0.309022082,0.3205938409,0.3359454508,0.5228473733,0.782961039,0.9015358721,0.8609803082,0.7546374368,0.2799304775,0.3767838126,0.583385976,0.3010245902,0.2191206421,0.5713966979,0.7924909594,0.6234780844,0.4672419303,0.5579299988,0.7027634239,0.3810175919,0.0899522569,0.2315638744,0.4575649516,0.5500765362,0.2877196631,0.1863799283,0.1885620915,0.1527504343,0.2774114774,0.1130182202,0.0610097243,0.0814253005,0.1037567084,0.1262616994,0.2437841116,0.2913265306,0.0802069858,0.0804020101,0.1126961484,0.0865384615,0.359375,0.4918918919,0.3553113553,0.9456066946,0.5628930818,0.1239669421,0.0739030023,1
