0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,class
0.520093378,0.3598679232,0.5176449121,0.3598679232,0.5175647828,0.356689826,0.5187793997,0.3619046313,0.5152279777,0.3619046313,0.5178126266,0.3639197244,0.5334958307,0.3630597785,0.5249967688,0.3685944921,0.5076172106,0.3621837919,0.4871743885,0.3610290667,0.4664881143,0.3583057764,0.4602029399,0.3621189506,0.4804555789,0.2860905122,0.4565190515,0.34999424,0.4224173855,0.3478248306,0.387791881,0.3602763636,0.3425931023,0.3686010852,0.2650027789,0.3806242339,0.1984422667,0.4049223468,0.1280657022,0.4336899803,0.1292901184,0.4697444885,0.148615036,0.4733039187,0.1564836526,0.5017883963,0.1480572412,0.5395636499,0.1228529256,0.5854501469,0.1127387002,0.5821904635,0.0904497155,0.5967753174,0.0964453017,0.6194913873,0.1172079471,0.6457754967,0.1421425164,0.6888928508,0.1740182724,0.7275660108,0.2139361356,0.7755742169,0.2505987437,0.8141948101,0.2801928144,0.8367373927,0.3449083465,0.846947322,0.3840900706,0.8754181818,0.4453952875,0.8666703238,0.485355196,0.7277506805,0.5073416969,0.7354523356,0.5199969524,0.8829089438,0.5150212069,0.8829087837,0.5267643243,0.8944020049,0.5414985337,0.8953892861,0.5474817274,0.8660671811,0.5454587253,0.8105828599,0
0.9810921802,0.7324895095,0.9741134967,0.7324895095,0.9718978005,0.7356676068,0.9718321141,0.7301589478,0.9156934015,0.6888928508,0.8978644497,0.6329086236,0.9131494548,0.5668845016,0.9024945069,0.4935962228,0.8984765579,0.4551320217,0.8923046331,0.456869186,0.8762925061,0.4820938577,0.8383039469,0.5614558815,0.8023035664,0.5267401298,0.743477352,0.75,0.6982780713,0.8227356133,0.684091014,0.8484945455,0.6898224719,0.85665841,0.6625004847,0.8615952644,0.6214060096,0.8168874827,0.5531294462,0.7455212672,0.522425929,0.6298926913,0.5012566904,0.5231294295,0.4889932436,0.4551971881,0.478158081,0.4532415465,0.4594618627,0.4690921658,0.441172371,0.4554761588,0.3894416877,0.5064591201,0.3451823275,0.6100635766,0.3117207947,0.7116043498,0.3092324949,0.7936558004,0.3014686316,0.8429447683,0.3028825242,0.8943811574,0.2959440901,0.9121690651,0.2801928144,0.8979516868,0.2708292195,0.806127397,0.2363576973,0.69024,0.2590989403,0.5841299011,0.2468633728,0.4397933646,0.2138320641,0.4285733877,0.1915778246,0.5316494459,0.1523577176,0.5537956557,0.1241923985,0.6055805542,0.1203349144,0.6953927421,0.1070686266,0.794645773,0.1007874547,0.8356483515,0
0.6997604439,0.8598748022,0.6964661517,0.8598748022,0.6978983284,0.8598748022,0.7018767264,0.8603206385,0.6955494156,0.8603206385,0.7030860483,0.8607617433,0.7320076972,0.8662447548,0.7324932144,0.8685875691,0.7335091656,0.8621768689,0.7333333333,0.8530377895,0.7371149131,0.8501653416,0.7263654719,0.860468454,0.7402277895,0.6791415437,0.7260903674,0.8233396694,0.7176767891,0.8060191005,0.7233107199,0.7912581818,0.7338035822,0.7781611229,0.720004136,0.7577805017,0.7127912313,0.7429458025,0.7002690633,0.7240140594,0.7124051945,0.7117424592,0.7254424462,0.6903931004,0.7310470797,0.670253782,0.730583706,0.6582701392,0.7149894441,0.6472815244,0.7058808622,0.5890402852,0.6959808786,0.5354868379,0.700507814,0.5062897354,0.6957569975,0.4796256923,0.7082242822,0.4603178957,0.7107847485,0.4294892209,0.7187444851,0.4125379603,0.7207590379,0.3783823229,0.724640034,0.3435406136,0.7314841077,0.3027257365,0.7250037012,0.2962909091,0.7366189449,0.2952397932,0.7364043437,0.2329883756,0.7274630829,0.2169283991,0.707368043,0.2500020506,0.6781082787,0.2373417765,0.665955195,0.2453452897,0.6659759004,0.239997182,0.6646480936,0.2142873673,0.6561233362,0.1838493038,0
0.7896061991,0.3312100158,0.7764734505,0.3248400633,0.7681598811,0.3184701108,0.7769870435,0.3206385342,0.7798681219,0.3333379047,0.7838538149,0.335443211,0.8014881334,0.3312100158,0.7974925682,0.3429516913,0.8045768872,0.3461501184,0.7948697554,0.3450465123,0.7886552606,0.3517906142,0.8059724526,0.3687639933,0.8252893126,0.2967865641,0.7956495449,0.3633287253,0.7931100568,0.3712308381,0.7973798713,0.3703709091,0.7986203694,0.354948101,0.7874988691,0.349472331,0.793728571,0.362665612,0.7847352332,0.3619992877,0.7810061658,0.3629892691,0.7909335973,0.3594324104,0.8141839579,0.3763374263,0.8082463722,0.3812935107,0.7862389074,0.3818118981,0.7843050293,0.3732930925,0.781403445,0.3580596162,0.774108045,0.3459082758,0.7630829132,0.3448261853,0.7880303753,0.3587366458,0.779401143,0.3621837919,0.7692265629,0.359728539,0.770879527,0.3682390029,0.7826092386,0.3673445398,0.7824060278,0.3537432959,0.7681848411,0.3669963636,0.7858610505,0.3873033723,0.7887103054,0.3324610438,0.7735922187,0.333328,0.753680212,0.4113867464,0.7403365363,0.4335464626,0.7237659583,0.4534153324,0.7116158138,0.4553862555,0.7131314482,0.4464230153,0.7173868398,0.4289688733,0
0.8841575204,0.5700625989,0.8799951341,0.5700625989,0.8782197662,0.5700625989,0.8802773827,0.5714305306,0.8782197662,0.5714305306,0.88835947,0.575941926,0.9255548428,0.5796106487,0.922489337,0.5833321795,0.9060872075,0.5801337524,0.8538476834,0.5655036299,0.770613474,0.5504960248,0.6890569338,0.5514954934,0.6436852783,0.4465197403,0.5673933909,0.5733396694,0.4870760639,0.5819426986,0.4204787237,0.5993309091,0.3773112522,0.645051899,0.3399940545,0.6609016712,0.349869064,0.6443619659,0.3624043839,0.6272393664,0.4406340372,0.6263413584,0.5465887041,0.5978600089,0.6479228421,0.5913940201,0.7330055665,0.593516907,0.7960707998,0.6145435694,0.8602962606,0.6061722368,0.9296458912,0.6096796221,0.9847655789,0.6257811226,1,0.6332353778,1,0.6412770684,0.9485282005,0.6314055079,0.879809903,0.600664395,0.8019117845,0.5641875128,0.7149743372,0.5374103679,0.6342597413,0.5340092572,0.5499996475,0.5690181818,0.4925007639,0.5872978866,0.437245825,0.5130860389,0.3941323869,0.5449729887,0.3473630362,0.7056933732,0.3240318231,0.7310114685,0.3361836483,0.7267009582,0.3858937807,0.7015338031,0.4404047451,0.6428543878,0.5098817541,0.5654512571,0
0.4113520252,0.8375730894,0.4070555319,0.8375730894,0.4028070719,0.8343949921,0.4037534527,0.8285722122,0.3747048724,0.8158728417,0.332539205,0.7816481654,0.2828736369,0.7324895095,0.2150058162,0.6891018097,0.1421354433,0.634617781,0.0923046331,0.6006431667,0.0644254344,0.5928375431,0.097020204,0.6046558356,0.1747118759,0.4893039481,0.2195637856,0.619995968,0.2435391462,0.6354442085,0.2875800135,0.6195345455,0.3194476691,0.5938605803,0.3250009694,0.5501659242,0.3577117248,0.5211207618,0.4005522138,0.4946193271,0.4749277023,0.4875472742,0.5339957546,0.4697526404,0.555014821,0.4623662574,0.5485426172,0.4568311785,0.5061442976,0.4436432757,0.4583296375,0.3938425577,0.3894416877,0.3483883555,0.3299479064,0.3113215237,0.2618387633,0.282139133,0.2069801323,0.2539736961,0.1519571195,0.2211622336,0.1033652233,0.1947133549,0.05489193,0.1790478414,0.0024101802,0.176869049,0,0.1734626405,0,0.2087563636,0.0856533657,0.2095258993,0.1443497447,0.1753923889,0.1781947055,0.1640257233,0.2189515273,0.186705893,0.2532165319,0.1772171799,0.3083521165,0.1739180599,0.3775917142,0.1507657052,0.422220876,0.1041659702,0.458498472,0.0640668188,0
0.4231709404,0.7579555617,0.4211787604,0.7547774644,0.4215499435,0.7515856091,0.4272246683,0.7523759891,0.4238867485,0.7523759891,0.4275521607,0.75,0.4441693393,0.7515856091,0.4424970919,0.7564072387,0.4365494889,0.7435858383,0.430768211,0.7348248544,0.4252611662,0.7329064941,0.4402947645,0.7176072105,0.4827612846,0.5481322337,0.4804359896,0.6466649387,0.4676773462,0.6053487062,0.4531543028,0.5656581818,0.4282455666,0.5290162774,0.360002068,0.4913450327,0.3028805918,0.4718212379,0.231605787,0.4587739808,0.2137283789,0.4697444885,0.2090664027,0.4768705705,0.1980457714,0.5053806729,0.1699041797,0.5467584535,0.1228529256,0.5854501469,0.0882319399,0.5787729499,0.0427112832,0.570966708,0.0329882297,0.5754768244,0.0274228692,0.6206952589,0.0349135541,0.6825431655,0.0465679131,0.7435858383,0.072109087,0.8151812829,0.0954621339,0.875010946,0.1086953807,0.9081638651,0.1712951162,0.9183748439,0.2136332552,0.9494981818,0.2869415427,0.9428528327,0.3389179718,0.795807356,0.371067819,0.8095206531,0.3873623832,0.9715235645,0.3884123862,0.9715235256,0.4068473982,0.9689417661,0.4419059142,0.9538489964,0.4666726548,0.8988143146,0.4762869576,0.8217257525,0
0.8581607959,0.5573226938,0.8541207956,0.5573226938,0.8524664796,0.5541445965,0.8568061671,0.5555631746,0.8524664796,0.5587311601,0.8622391964,0.5506370646,0.8932905709,0.5509527413,0.8899961225,0.5448679783,0.8857877678,0.5224374507,0.8794856499,0.511179507,0.8711358064,0.4951241821,0.8656712579,0.478400023,0.8735665107,0.3663109017,0.8456525795,0.4333419734,0.8275842858,0.4046783119,0.8191635908,0.38048,0.8240755589,0.3515422269,0.8025048792,0.3148823582,0.7780702465,0.2816811427,0.7465874033,0.2473096635,0.7308752114,0.2313132245,0.7178762583,0.1957353913,0.7017083699,0.1756189709,0.6771772902,0.1618753108,0.6412756563,0.149095936,0.6078411496,0.1301466128,0.5728611883,0.1129056982,0.5507617211,0.1069255013,0.5211892268,0.0971791504,0.5012441499,0.0984132644,0.4705830176,0.0929482298,0.4447095727,0.0957099474,0.4104981572,0.0979742549,0.3792349863,0.1020483132,0.3726850273,0.1088384395,0.3477239133,0.1582545455,0.3597419218,0.2031762141,0.3535627758,0.2015723829,0.3312359173,0.2301626394,0.2947380451,0.3164561807,0.2446294983,0.3607626172,0.2226987508,0.4223570986,0.2261379945,0.4738493154,0.2242454373,0.4970287151,0.2193705471,0.5041773814,0
0.3286073969,0.6687899842,0.3270603978,0.6687899842,0.3278719092,0.6687899842,0.3309854027,0.6666620953,0.3278719092,0.669843795,0.332539205,0.670886422,0.3399486851,0.6751599367,0.3374951532,0.6794788364,0.3299479064,0.6762804093,0.3256445947,0.674124272,0.3247388338,0.6742700345,0.3482644649,0.6810666514,0.3976997615,0.5401044193,0.3934785883,0.6266632106,0.3771574249,0.6020111829,0.361649165,0.5723927273,0.3310203857,0.5460751356,0.2600007755,0.5155759514,0.2036662077,0.4964786054,0.138969107,0.4838734652,0.1372019425,0.4910986071,0.1460886325,0.4875397789,0.144247603,0.4982116037,0.1262103028,0.5179792392,0.0810864368,0.5418257222,0.0490135205,0.5308241978,0.0075342288,0.5258016416,0,0.5345867522,0,0.5736765841,0,0.6285776979,0,0.6826911095,0,0.7491695063,0,0.8040514901,0.0169087254,0.8503438345,0.0694393084,0.870751598,0.0954520566,0.9124509091,0.1498873011,0.9047547211,0.1861966773,0.7722510158,0.2054538165,0.7989378322,0.2105271751,0.9746815369,0.2038577304,0.9905123988,0.220551051,1,0.2655567211,1,0.2969704692,0.9613128682,0.3241090687,0.8885710744,0
0.4515387812,0.7292976543,0.4588285384,0.7229277017,0.4402807072,0.7229277017,0.4460113497,0.7142915918,0.4402807072,0.7079419066,0.444179735,0.6803740362,0.4168697883,0.6592419344,0.3925035543,0.599352007,0.3477148368,0.5128144774,0.3076953669,0.4376984017,0.2628850869,0.3811158798,0.2487621693,0.3355531316,0.2735600928,0.2165777254,0.2760855345,0.220004608,0.2370654788,0.2240764018,0.2156847285,0.2424290909,0.3055532285,0.1740681765,0.2175031343,0.2145355616,0.1958235469,0.3309806666,0.1961908518,0.4121827726,0.2427429476,0.5124527258,0.3299691362,0.5978600089,0.3789699218,0.6917609897,0.4271860742,0.7481974142,0.4373464561,0.8218263506,0.4681374102,0.8527362301,0.4773843236,0.8612856924,0.4771614901,0.8679155572,0.4763095806,0.8620722343,0.481299073,0.8730200091,0.475486904,0.865375296,0.4543287574,0.8250759207,0.4176547017,0.7500072974,0.3574934126,0.676869049,0.3333357268,0.5986481522,0.288633314,0.5353454545,0.3083521165,0.4571361959,0.2761529809,0.3246013912,0.2872094723,0.2539682721,0.2673643424,0.2816501295,0.2360535591,0.4082279649,0.2505302826,0.5279416776,0.3008351407,0.6492284461,0.3494958441,0.7142886531,0.387354747,0.7103088603,0
0.2316849593,0.2229345807,0.237649778,0.2165646282,0.2459021157,0.2038247231,0.2722952276,0.1841271583,0.3185004734,0.1492107465,0.4038019919,0.1202493575,0.5459012187,0.1146453876,0.6949980613,0.1506445315,0.8248763269,0.2403804882,0.9256445947,0.3865901123,0.9896866006,0.5439808626,1,0.6976720822,1,0.598932705,0.9565269189,0.770001728,0.9353524639,0.7826130929,0.9215605884,0.76768,0.9004650628,0.6552990092,0.8200054285,0.4948129989,0.7232391134,0.3485800338,0.5912772761,0.2222256631,0.477574071,0.1423454171,0.3753141726,0.11032023,0.2591628166,0.1577040398,0.1650479102,0.2553922178,0.1081050869,0.3090940509,0.0980397126,0.2910952318,0.0829154867,0.2548391143,0.1218228818,0.2232788132,0.2244369094,0.1598797449,0.3740701107,0.1111126349,0.541657691,0.0961605029,0.7211554952,0.161721724,0.8496385328,0.2905367933,0.9275447382,0.4387710121,0.9490661123,0.5680258614,0.9318149239,0.6666618182,0.9250519212,0.695242536,0.893311413,0.5575863742,0.8490614791,0.4735446621,0.7747302085,0.4367052094,0.6781082787,0.3101256219,0.5845750876,0.2360211115,0.4854756741,0.1938461784,0.3858635823,0.1904759456,0.2984225363,0.2284088407,1
0.7872350827,0.6019123616,0.7835289824,0.6082823141,0.7845538397,0.5987205063,0.7746447764,0.5650808453,0.7423944866,0.4476185252,0.6840883693,0.3955678898,0.6253110969,0.4235674486,0.5074964457,0.4294892209,0.3832486977,0.4647411489,0.3153841055,0.5527231071,0.2448433003,0.5993527053,0.2164178145,0.7774125954,0.2482805259,0.6737935177,0.2652172643,0.8433413974,0.27155085,0.7759235982,0.3180817261,0.6599418182,0.3634287793,0.5392486435,0.4475048146,0.4705820802,0.5300207878,0.4859068161,0.6130840858,0.4910425344,0.6965679053,0.4946653138,0.7758142442,0.6192137993,0.8215154752,0.7311831287,0.8349495801,0.7805662606,0.8231021526,0.792732928,0.796571081,0.6815054813,0.7386921618,0.5064591201,0.6573633035,0.4371026463,0.5261787192,0.4106685806,0.3940151877,0.4317511691,0.269599706,0.4583304487,0.1850910094,0.5577496115,0.1432012211,0.7297352521,0.0990296839,0.8639502762,0.1134200502,0.9387848064,0.1204559928,0.9494981818,0.1884351904,0.8571389388,0.2364043437,0.5942383657,0.2893121632,0.4947103039,0.3705245629,0.5189902144,0.4549341605,0.5221475336,0.548174898,0.5434775026,0.6182551073,0.553842616,0.6626323057,0.5744029787,0.709488793,0.6100228273,1
