0,1,2,3,4,5,6,7,class
0.5,0.3222222222,0.3472222222,0.4888888889,0.1314675447,0.1165616562,0.0804321729,0.1369230769,0
0,0.1222222222,0.0833333333,0.2888888889,0.0317497648,0.0310531053,0.0216086435,0.0353846154,0
1,0.3666666667,0.3472222222,0.4,0.1159454374,0.100810081,0.1140456182,0.1138461538,0
0,0.7333333333,0.75,0.6222222222,0.4238005644,0.3730873087,0.3961584634,0.4615384615,0
0,0.6777777778,0.7083333333,0.6666666667,0.3727657573,0.3312331233,0.4009603842,0.3576923077,0
0.5,0.8111111111,0.8333333333,0.8444444444,0.5844308561,0.4095409541,0.6278511405,0.5692307692,1
0,0.3444444444,0.3194444444,0.5111111111,0.1164158043,0.103510351,0.1200480192,0.1,0
0,0.5111111111,0.5138888889,0.5111111111,0.2650517404,0.2682268227,0.2881152461,0.21,0
0.5,0.6888888889,0.7222222222,0.6444444444,0.5065851364,0.3343834383,0.6194477791,0.5230769231,0
0.5,0.6222222222,0.6805555556,0.6666666667,0.3504233302,0.3505850585,0.4021608643,0.3046153846,0
0,0.7777777778,0.7916666667,0.7777777778,0.6352304798,0.50360036,0.7575030012,0.6769230769,0
0,0.5666666667,0.5694444444,0.6,0.3530103481,0.3307830783,0.3865546218,0.32,0
0,0.6222222222,0.625,0.6222222222,0.4009877705,0.404590459,0.4441776711,0.3,0
0,0.6333333333,0.7361111111,0.5111111111,0.4748353716,0.4864986499,0.5450180072,0.3030769231,0
0,0.4555555556,0.3888888889,0.5111111111,0.2213076199,0.2371737174,0.1896758703,0.1746153846,0
0.5,0.8777777778,0.8472222222,0.6888888889,0.6723894638,0.6741674167,0.7659063625,0.5069230769,0
0.5,0.6,0.6388888889,0.6,0.3276105362,0.2875787579,0.3109243697,0.3384615385,1
0,0.6111111111,0.5833333333,0.4888888889,0.3633584196,0.303780378,0.3697478992,0.3615384615,0
0,0.6222222222,0.6111111111,0.6888888889,0.4226246472,0.4531953195,0.4513805522,0.2892307692,0
0.5,0.5111111111,0.5694444444,0.5333333333,0.3384289746,0.3483348335,0.3613445378,0.2176923077,0
1,0.6888888889,0.6805555556,0.5777777778,0.3191439323,0.300180018,0.4729891957,0.2769230769,0
1,0.5,0.5277777778,0.5555555556,0.241533396,0.2362736274,0.24969988,0.1969230769,0
1,0.3222222222,0.3888888889,0.4444444444,0.1773283161,0.1782178218,0.1308523409,0.1638461538,0
0,0.3444444444,0.2638888889,0.3777777778,0.1208842897,0.1125112511,0.1092436975,0.1153846154,0
0,0.7888888889,0.7916666667,0.6444444444,0.5924270931,0.5337533753,0.6266506603,0.5023076923,0
0,0.5222222222,0.5555555556,0.5111111111,0.2718720602,0.2268226823,0.2641056423,0.2769230769,0
0,0.7666666667,0.7638888889,0.6888888889,0.6258231421,0.5369036904,0.787515006,0.4830769231,0
0.5,0.3,0.3472222222,0.3333333333,0.1284101599,0.100810081,0.1428571429,0.1230769231,0
0.5,0.6111111111,0.625,0.6,0.3953433678,0.4369936994,0.3829531813,0.26,0
0,0.6777777778,0.6666666667,0.8222222222,0.5338664158,0.5355535554,0.4057623049,0.4876923077,0
0,0.4333333333,0.4722222222,0.4666666667,0.2587017874,0.2583258326,0.2256902761,0.2230769231,0
0,0.8111111111,0.7638888889,0.6666666667,0.5623236124,0.5594059406,0.575030012,0.4630769231,0
0,0.6222222222,0.625,0.6222222222,0.3584195673,0.2835283528,0.4357743097,0.3346153846,0
1,0.5444444444,0.4722222222,0.5333333333,0.25,0.202520252,0.3013205282,0.2338461538,0
0,0.7444444444,0.6388888889,0.6,0.4738946378,0.3919891989,0.5882352941,0.4076923077,0
1,0.1555555556,0.0972222222,0.4444444444,0.0442144873,0.0432043204,0.0360144058,0.0461538462,0
1,0.5222222222,0.5,0.4666666667,0.2389463782,0.203420342,0.2845138055,0.2269230769,0
0,0.2888888889,0.25,0.4888888889,0.1074788335,0.0612061206,0.0648259304,0.1384615385,1
0.5,0.7,0.75,0.6666666667,0.4513170273,0.3663366337,0.5846338535,0.4261538462,0
0.5,0.5666666667,0.5277777778,0.5333333333,0.3007996237,0.2452745275,0.4333733493,0.2461538462,0
1,0.3444444444,0.2916666667,0.4,0.1523988711,0.1462646265,0.1428571429,0.1230769231,0
1,0.3111111111,0.3611111111,0.4888888889,0.1333490122,0.097209721,0.1068427371,0.1923076923,0
1,0.4555555556,0.4305555556,0.5333333333,0.2210724365,0.2241224122,0.1788715486,0.1792307692,0
0.5,0.5666666667,0.5277777778,0.7333333333,0.4898871119,0.4108910891,0.6518607443,0.4169230769,0
0.5,0.8444444444,0.8194444444,0.7111111111,0.6444026341,0.6219621962,0.662665066,0.5076923077,0
1,0.1444444444,0.1388888889,0.3111111111,0.0345719661,0.0261026103,0.0288115246,0.0461538462,0
0.5,0.8,0.8472222222,0.7777777778,0.6133584196,0.402790279,0.6926770708,0.8076923077,1
0,0.3333333333,0.4027777778,0.4888888889,0.1839134525,0.1836183618,0.1380552221,0.1830769231,0
0.5,0.0777777778,0.0972222222,0.2888888889,0.0357478833,0.0153015302,0.0492196879,0.0461538462,0
0.5,0.6888888889,0.7083333333,0.7111111111,0.4912982126,0.3924392439,0.4825930372,0.4861538462,0
0,0.0333333333,0,0.2666666667,0.0025870179,0,0.0096038415,0.0061538462,0
0,0.8111111111,0.8055555556,0.8,0.6780338664,0.6201620162,0.7767106843,0.5323076923,0
0,0.6666666667,0.7083333333,0.5555555556,0.3708842897,0.3276327633,0.3673469388,0.3830769231,0
0.5,0.5111111111,0.5416666667,0.6444444444,0.2972718721,0.2061206121,0.3445378151,0.3615384615,0
0.5,0.6666666667,0.6388888889,0.6444444444,0.4308560677,0.3658865887,0.5666266507,0.3815384615,0
0.5,0.7555555556,0.7638888889,0.7333333333,0.5587958608,0.4351935194,0.5258103241,0.6846153846,1
0,0.2666666667,0.25,0.4444444444,0.1248824083,0.1404140414,0.0852340936,0.0969230769,0
1,0.4222222222,0.3333333333,0.6444444444,0.3504233302,0.2367236724,0.3733493397,0.4292307692,0
1,0.4666666667,0.4444444444,0.4888888889,0.2220131703,0.1795679568,0.1620648259,0.2615384615,0
1,0.5,0.5138888889,0.5777777778,0.2455315146,0.2259225923,0.3121248499,0.1923076923,0
0.5,0.4333333333,0.4861111111,0.4444444444,0.2093132643,0.1894689469,0.2472989196,0.1615384615,0
0.5,0.3555555556,0.3611111111,0.4666666667,0.1531044214,0.1183618362,0.1788715486,0.1692307692,0
0,0.5777777778,0.5972222222,0.5555555556,0.3511288805,0.3253825383,0.3037214886,0.3307692308,0
0,0.6333333333,0.5972222222,0.6444444444,0.3318438382,0.2619261926,0.4105642257,0.3207692308,0
1,0.5111111111,0.5138888889,0.7111111111,0.3527751646,0.2817281728,0.4261704682,0.2538461538,1
0,0.5444444444,0.5833333333,0.5555555556,0.287158984,0.2560756076,0.3121248499,0.2661538462,0
0,0.6222222222,0.6666666667,0.6,0.4496707432,0.4945994599,0.424969988,0.3046153846,0
1,0.6333333333,0.6111111111,0.4888888889,0.2753998119,0.2317731773,0.2665066026,0.3,0
0.5,0.8444444444,0.8472222222,0.8,0.646519285,0.5171017102,0.8295318127,0.5923076923,0
0.5,0.6666666667,0.6666666667,0.6,0.4480244591,0.400990099,0.4573829532,0.38,0
0.5,0.6222222222,0.625,0.6888888889,0.4343838194,0.298829883,0.3385354142,0.5307692308,1
0.5,0.5222222222,0.5972222222,0.5333333333,0.3102069614,0.2407740774,0.3409363745,0.2746153846,0
0,0.6222222222,0.6111111111,0.6444444444,0.3363123236,0.3195319532,0.4045618247,0.3061538462,0
0,0.7444444444,0.7361111111,0.6,0.5039981185,0.4851485149,0.5462184874,0.4,0
0.5,0.8333333333,0.875,0.8222222222,0.6284101599,0.5382538254,0.7166866747,0.5792307692,0
0,0.6111111111,0.6388888889,0.6,0.3894637817,0.3096309631,0.4465786315,0.3607692308,0
0,0.1888888889,0.1805555556,0.4666666667,0.0747883349,0.0648064806,0.0864345738,0.0692307692,0
0,0.4555555556,0.4305555556,0.4888888889,0.2130761994,0.201170117,0.2328931573,0.1746153846,0
0.5,0.7555555556,0.7222222222,0.6666666667,0.5505644403,0.5603060306,0.5546218487,0.3561538462,0
0,0.6222222222,0.6666666667,0.4666666667,0.4372060207,0.4234923492,0.4537815126,0.3,0
0.5,0.8444444444,0.8333333333,0.6222222222,0.6371119473,0.5243024302,0.7466986795,0.5846153846,0
0,0.3666666667,0.4166666667,0.5111111111,0.2114299153,0.1845184518,0.2148859544,0.2384615385,0
0,0.5777777778,0.6388888889,0.5333333333,0.3353715898,0.302880288,0.3397358944,0.3,0
0.5,0.7888888889,0.75,0.6444444444,0.5580903104,0.4783978398,0.725090036,0.4846153846,0
0.5,0.7111111111,0.6388888889,0.5333333333,0.4397930386,0.3852385239,0.5606242497,0.36,0
1,0.0888888889,0.0833333333,0.3111111111,0.0256349953,0.0229522952,0.0264105642,0.0230769231,0
0,0.4666666667,0.4444444444,0.4,0.2015522107,0.1741674167,0.2280912365,0.1776923077,0
1,0.6,0.5416666667,0.6222222222,0.2911571025,0.2380738074,0.3757503001,0.2938461538,0
1,0.3555555556,0.4027777778,0.4888888889,0.1453433678,0.1399639964,0.2328931573,0.1615384615,0
1,0.4888888889,0.375,0.4888888889,0.1639228598,0.1224122412,0.2292917167,0.1507692308,0
0,0.7,0.6944444444,0.7111111111,0.4233301976,0.3271827183,0.5558223289,0.4338461538,0
0.5,0.8,0.7361111111,0.6444444444,0.5079962371,0.4500450045,0.5570228091,0.4346153846,0
0,0.4444444444,0.4722222222,0.4888888889,0.196378175,0.1728172817,0.2521008403,0.1769230769,0
1,0.2555555556,0.2361111111,0.4222222222,0.0898400753,0.0706570657,0.1260504202,0.0846153846,0
0.5,0.7777777778,0.8194444444,0.7333333333,0.5460959548,0.4788478848,0.7743097239,0.4261538462,0
0.5,0.5777777778,0.5694444444,0.5333333333,0.3236124177,0.3240324032,0.3205282113,0.2792307692,0
0,0.6555555556,0.6805555556,0.7333333333,0.5,0.497749775,0.4741896759,0.4153846154,0
0,0.3222222222,0.3611111111,0.4888888889,0.1662746943,0.0778577858,0.12484994,0.2307692308,0
0.5,0.6222222222,0.6111111111,0.5555555556,0.384289746,0.3051305131,0.5342136855,0.3769230769,0
0,0.3777777778,0.3194444444,0.4,0.1702728128,0.1669666967,0.1776710684,0.1269230769,0
0,0.2888888889,0.3472222222,0.4,0.1265286924,0.0760576058,0.0804321729,0.1923076923,0
0.5,0.8222222222,0.7638888889,0.7111111111,0.6168861712,0.5378037804,0.7575030012,0.5076923077,0
0,0.6222222222,0.625,0.5333333333,0.3751175917,0.2776777678,0.430972389,0.3023076923,0
1,0.3777777778,0.4027777778,0.4666666667,0.1469896519,0.1282628263,0.12484994,0.1646153846,0
0.5,0.6111111111,0.625,0.7333333333,0.3687676388,0.3204320432,0.450180072,0.3307692308,0
1,0.3222222222,0.3194444444,0.4666666667,0.1476952023,0.1494149415,0.1284513806,0.1230769231,0
1,0.5888888889,0.6111111111,0.6666666667,0.3330197554,0.2700270027,0.3589435774,0.3676923077,0
0.5,0.7444444444,0.75,0.5777777778,0.4811853246,0.4500450045,0.5678271309,0.3823076923,0
0,0.7444444444,0.7361111111,0.6222222222,0.530809031,0.5261026103,0.5198079232,0.3830769231,0
0,0.1,0.0833333333,0.3555555556,0.0418626529,0.0319531953,0.0108043217,0.0461538462,0
0,0.4555555556,0.4027777778,0.6,0.4409689558,0.403690369,0.4645858343,0.3938461538,0
0,0.4888888889,0.6388888889,0.5333333333,0.2815145814,0.2245724572,0.3193277311,0.3,0
0,0.6444444444,0.6388888889,0.5555555556,0.3979303857,0.3748874887,0.3733493397,0.3923076923,0
0,0.7333333333,0.75,0.6222222222,0.4952963311,0.4140414041,0.5966386555,0.4692307692,0
0,0.5,0.4444444444,0.5555555556,0.2518814675,0.1827182718,0.4177671068,0.1846153846,0
0,0.5222222222,0.5277777778,0.4666666667,0.2737535278,0.2610261026,0.3217286915,0.1453846154,0
0,0.6888888889,0.6944444444,0.6222222222,0.487770461,0.4738973897,0.518607443,0.3615384615,0
0,0.6111111111,0.6388888889,0.7111111111,0.42144873,0.3915391539,0.4441776711,0.3846153846,0
1,0.3,0.3194444444,0.4666666667,0.1098306679,0.0949594959,0.0840336134,0.0992307692,0
0,0.7111111111,0.6944444444,0.7111111111,0.5174035748,0.502250225,0.5558223289,0.4169230769,0
1,0.5444444444,0.5416666667,0.5555555556,0.2368297272,0.1845184518,0.2112845138,0.3,0
0.5,0.7888888889,0.6944444444,0.6666666667,0.5943085607,0.4810981098,0.7659063625,0.4146153846,0
0.5,0.5666666667,0.5972222222,0.4888888889,0.301505174,0.2560756076,0.4393757503,0.3153846154,0
0,0.3444444444,0.3611111111,0.4666666667,0.1277046096,0.0913591359,0.1128451381,0.1615384615,0
0.5,0.6222222222,0.6666666667,0.5555555556,0.3922859831,0.3568856886,0.3649459784,0.3546153846,0
0,0.7,0.7222222222,0.5777777778,0.5674976482,0.6638163816,0.4705882353,0.3792307692,0
0,0.6888888889,0.7361111111,0.7333333333,0.4905926623,0.3703870387,0.6254501801,0.5146153846,0
0.5,0.4,0.375,0.4888888889,0.1519285042,0.1116111611,0.1236494598,0.1538461538,0
0,0.6111111111,0.625,0.5333333333,0.42144873,0.4504950495,0.418967587,0.3230769231,0
0,0.6,0.6388888889,0.6888888889,0.3680620884,0.2668766877,0.3037214886,0.4307692308,1
0.5,0.9555555556,0.9861111111,0.7555555556,0.6580432738,0.6831683168,0.7923169268,0.6115384615,0
0,0.6111111111,0.625,0.5555555556,0.3156161806,0.2637263726,0.2845138055,0.3153846154,0
0.5,0.6333333333,0.5555555556,0.6,0.338664158,0.2871287129,0.3733493397,0.3546153846,0
0.5,1,0.9583333333,0.8888888889,1,1,1,0.7969230769,0
0.5,0.6888888889,0.7638888889,0.7555555556,0.4677798683,0.3811881188,0.549819928,0.4538461538,0
0,0.6666666667,0.6944444444,0.6666666667,0.512229539,0.5180018002,0.5138055222,0.36,0
0.5,0.1666666667,0.1805555556,0.4444444444,0.0592662277,0.0589558956,0.0660264106,0.0538461538,0
1,0.4777777778,0.4861111111,0.4888888889,0.2039040452,0.1944194419,0.2160864346,0.1730769231,0
1,0.4555555556,0.4305555556,0.4222222222,0.2053151458,0.2110711071,0.1836734694,0.1692307692,0
0.5,0.7333333333,0.8055555556,0.6444444444,0.5362182502,0.4734473447,0.7118847539,0.4323076923,0
1,0.5444444444,0.5277777778,0.5333333333,0.2751646284,0.2466246625,0.3469387755,0.2230769231,0
0,0.4666666667,0.4583333333,0.4666666667,0.2488240828,0.2574257426,0.2617046819,0.1953846154,0
0,0.7222222222,0.7638888889,0.6666666667,0.5564440263,0.5310531053,0.5402160864,0.4230769231,0
1,0.6111111111,0.5416666667,0.5111111111,0.3059736595,0.2772277228,0.2905162065,0.3023076923,0
0,0.5222222222,0.5138888889,0.4888888889,0.3033866416,0.2704770477,0.3445378151,0.2692307692,0
0.5,0.6333333333,0.625,0.6222222222,0.3791157103,0.3055805581,0.5198079232,0.3461538462,0
0.5,0.8666666667,0.8611111111,0.7111111111,0.6869708373,0.604860486,0.8355342137,0.5869230769,0
0,0.7333333333,0.6805555556,0.6,0.4703668862,0.4594959496,0.4849939976,0.38,0
0.5,0.5888888889,0.6388888889,0.7777777778,0.2775164628,0.2137713771,0.2388955582,0.3615384615,0
1,0.2333333333,0.1111111111,0.3777777778,0.072201317,0.0711071107,0.0744297719,0.0615384615,0
0,0.5777777778,0.5555555556,0.6,0.3523047977,0.3753375338,0.3721488595,0.2407692308,0
0.5,0.9444444444,0.9027777778,0.8,0.9167450611,0.9234923492,0.9531812725,0.71,0
0,0.2333333333,0.2222222222,0.5111111111,0.0797271872,0.0454545455,0.0912364946,0.1,0
1,0.6,0.5972222222,0.5333333333,0.3029162747,0.2565256526,0.2617046819,0.3192307692,0
1,0.6444444444,0.625,0.5333333333,0.3438381938,0.300630063,0.3781512605,0.3384615385,0
0.5,0.7333333333,0.7638888889,0.6666666667,0.5475070555,0.4747974797,0.6578631453,0.4230769231,0
0,0.7444444444,0.7777777778,0.6888888889,0.4550799624,0.3744374437,0.5678271309,0.4,0
0.5,0.6111111111,0.6111111111,0.6,0.4096895579,0.4126912691,0.3733493397,0.3238461538,0
1,0.4444444444,0.4027777778,0.4888888889,0.1662746943,0.1255625563,0.0984393758,0.1984615385,1
0.5,0.7555555556,0.75,0,0.48565381,0.4194419442,0.668667467,0.3823076923,0
0.5,0.6111111111,0.5972222222,0.7777777778,0.4205079962,0.3613861386,0.4261704682,0.3461538462,0
0.5,0.7666666667,0.6944444444,0.7111111111,0.4847130762,0.396939694,0.7478991597,0.3815384615,0
0.5,0.6777777778,0.6944444444,0.6444444444,0.4245061148,0.395589559,0.5282112845,0.3330769231,0
1,0.4,0.3611111111,0.4888888889,0.1705079962,0.1530153015,0.1944777911,0.1569230769,0
0,0.6111111111,0.5972222222,0.7111111111,0.3845249294,0.301530153,0.4777911164,0.3738461538,0
0.5,0.5666666667,0.5694444444,0.5555555556,0.3229068674,0.2902790279,0.3157262905,0.3615384615,0
0.5,0.6333333333,0.625,0.6,0.3744120414,0.3127812781,0.4381752701,0.3838461538,0
0,0.6666666667,0.6527777778,0.5555555556,0.3424270931,0.3384338434,0.4705882353,0.2876923077,0
0.5,0.6111111111,0.625,0.7111111111,0.3911100659,0.301080108,0.3289315726,0.3923076923,1
0.5,0.7333333333,0.7222222222,0.7111111111,0.5881937912,0.6192619262,0.581032413,0.4492307692,0
1,0.4555555556,0.4166666667,0.4666666667,0.1966133584,0.1525652565,0.2076830732,0.2,0
1,0.4222222222,0.4027777778,0.4444444444,0.1566321731,0.1287128713,0.1608643457,0.1692307692,0
0,0.5444444444,0.5416666667,0.4666666667,0.3233772342,0.3118811881,0.2785114046,0.2823076923,0
1,0.5333333333,0.5138888889,0.5111111111,0.2274223895,0.200270027,0.2232893157,0.2423076923,0
0.5,0.5444444444,0.5416666667,0.5111111111,0.2946848542,0.2902790279,0.331332533,0.2223076923,0
0.5,0.5888888889,0.6111111111,0.7333333333,0.3664158043,0.2808280828,0.4201680672,0.3923076923,0
0.5,0.5555555556,0.5694444444,0.5555555556,0.3330197554,0.3510351035,0.337334934,0.2476923077,0
1,0.1333333333,0.125,0.4,0.0691439323,0.0873087309,0.0552220888,0.0515384615,0
0.5,0.5555555556,0.5694444444,0.6444444444,0.338664158,0.3141314131,0.3745498199,0.2938461538,0
1,0.4,0.3055555556,0.3777777778,0.1498118532,0.1296129613,0.1356542617,0.1461538462,0
0,0.7777777778,0.7222222222,0.6,0.5162276576,0.4716471647,0.5858343337,0.4461538462,0
0.5,0.3777777778,0.3472222222,0.5111111111,0.1740357479,0.1341134113,0.1764705882,0.1769230769,1
0.5,0.7888888889,0.7638888889,0.6444444444,0.5919567262,0.5909090909,0.6590636255,0.43,0
0.5,0.5555555556,0.5138888889,0.5555555556,0.2899811853,0.2799279928,0.3553421369,0.2507692308,0
1,0.4888888889,0.4861111111,0.5333333333,0.2692850423,0.2470747075,0.2304921969,0.2076923077,0
1,0.7222222222,0.6805555556,0.5555555556,0.3445437441,0.2826282628,0.3133253301,0.3923076923,0
0,0.7777777778,0.7083333333,0.6,0.5023518344,0.504050405,0.5522208884,0.3769230769,0
0,0.6222222222,0.6805555556,0.6,0.4019285042,0.3645364536,0.399759904,0.3630769231,0
1,0.2777777778,0.2777777778,0.4888888889,0.1258231421,0.100810081,0.175270108,0.1153846154,0
0,0.5111111111,0.5416666667,0.6222222222,0.3377234243,0.3442844284,0.268907563,0.2530769231,0
0,0.7,0.6805555556,0.6222222222,0.4273283161,0.4063906391,0.4513805522,0.3669230769,0
1,0.4888888889,0.4583333333,0.4666666667,0.2074317968,0.1705670567,0.2533013205,0.2138461538,0
0,0.6333333333,0.625,0.5555555556,0.3939322672,0.396489649,0.3649459784,0.3276923077,0
0,0.1111111111,0.125,0.3333333333,0.0333960489,0.0292529253,0.0384153661,0.0292307692,0
0,0.5,0.4861111111,0.5777777778,0.3069143932,0.2763276328,0.3721488595,0.2230769231,0
0.5,0.7888888889,0.7638888889,0.7555555556,0.6197083725,0.6260126013,0.6386554622,0.4630769231,0
0,0.7333333333,0.8055555556,0.6888888889,0.5677328316,0.4743474347,0.6506602641,0.4938461538,0
1,0.6,0.5833333333,0.5777777778,0.3388993415,0.3168316832,0.3085234094,0.3307692308,0
0,0.7777777778,0.7916666667,0.6444444444,0.5672624647,0.5589558956,0.6710684274,0.4261538462,0
1,0.5111111111,0.4583333333,0.4666666667,0.2539981185,0.2394239424,0.2821128451,0.2123076923,0
1,0.3666666667,0.375,0.5555555556,0.1519285042,0.103960396,0.1380552221,0.1846153846,0
0,0.5888888889,0.625,0.5777777778,0.3621825024,0.3087308731,0.4321728691,0.3446153846,0
1,0.0888888889,0.0416666667,0.3555555556,0.0216368768,0.0148514851,0.0228091236,0.0230769231,0
0,0.7444444444,0.6805555556,0.5777777778,0.4593132643,0.4270927093,0.5534213685,0.3630769231,0
0,0.7,0.7638888889,1,0.7140169332,0.4378937894,0.7322929172,1,1
0.5,0.7555555556,0.7777777778,0.6888888889,0.5359830668,0.4198919892,0.7022809124,0.4846153846,0
1,0.3666666667,0.3472222222,0.4222222222,0.1272342427,0.1107110711,0.1368547419,0.1307692308,0
0.5,0.7777777778,0.7638888889,0.6,0.4868297272,0.3798379838,0.7346938776,0.4153846154,0
0.5,0.5888888889,0.5694444444,0.5777777778,0.3640639699,0.3096309631,0.487394958,0.3153846154,0
1,0.6777777778,0.6111111111,0.5333333333,0.3746472248,0.3595859586,0.4177671068,0.3276923077,0
1,0.3888888889,0.375,0.5111111111,0.1874412041,0.1372637264,0.1848739496,0.1923076923,0
0.5,0.7222222222,0.7361111111,0.6444444444,0.4383819379,0.402790279,0.5150060024,0.3576923077,0
0,0.1777777778,0.1666666667,0.3555555556,0.0606773283,0.0454545455,0.0672268908,0.0807692308,0
0.5,0.6,0.5972222222,0.6,0.4040451552,0.3618361836,0.4945978391,0.3207692308,0
0,0.7777777778,0.75,0.6,0.5105832549,0.50180018,0.4633853541,0.46,0
0.5,0.5777777778,0.5694444444,0.5555555556,0.2965663217,0.2763276328,0.3697478992,0.2484615385,0
0,0.2888888889,0.2916666667,0.5111111111,0.1488711195,0.095859586,0.1536614646,0.1769230769,0
0,0.5555555556,0.5138888889,0.5555555556,0.2883349012,0.2731773177,0.2893157263,0.2646153846,0
1,0.6111111111,0.5833333333,0.6888888889,0.3405456256,0.3190819082,0.3277310924,0.3230769231,0
0,0.5111111111,0.5,0.4666666667,0.2970366886,0.297029703,0.3025210084,0.2476923077,0
0.5,0.7111111111,0.8055555556,0.5333333333,0.469190969,0.4495949595,0.4825930372,0.3846153846,0
0.5,0.7666666667,0.7638888889,0.6888888889,0.5364534337,0.4675967597,0.7394957983,0.4230769231,0
0,0.7888888889,0.7916666667,0.6222222222,0.603480715,0.6084608461,0.6446578631,0.4538461538,0
