0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.22,0,0.77,1,0,1,0,1,0,0,1,0,0,0.16,0,0.84,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.2,0,0.8,1,0,1,0,1,0,0,1,0,0,0.16,0,0.84,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03,0,0.97,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.22,0,0.76,1,0,1,0,1,0,0,1,0,0,0.18,0,0.8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11,0,0.89,1,0,1,0,1,0,0,1,0,0,0.1,0,0.9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.04,0,0.96,1,0,1,0,1,0,0,1,0,0,0.07,0,0.93,1,0
0.05,0.0315789474,0.0555284949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117647059,0,0,0,0.29,0,0.14,0.71,0,0.625984252,0.1365853659,0.18,0.08,0.01,0,0.01,0.03,0.01,0,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1333333333,0.0977443609,0,0,0,0,0.2,0.06,0,1,0.1756097561,0.15,0.23,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.21,1,0.79,0,0,1,0,1,0,0,1,0,0,0.27,1,0.73,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.04,0,0.96,1,0,0.96,0,1,0,0,1,0,0,0.04,0,0.96,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568627451,0,0,0,0,0,0.03,0.27,0,1,0,0,0.04,0.07,0,0,0,0.8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02,0,0.98,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937254902,0,0.06,0,0.93,1,0,1,0,1,0,0,1,0,0,0.08,0,0.92,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490196078,0.007518797,0,0,0,0,0.08,0.42,0,1,0.0048780488,0.01,0.43,0.75,0,0,0,0.25,0,0
0,0.0736842105,0.0871894788,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0.0019607843,0.007518797,0,0,1,1,1,0,0,0.1417322835,0.1756097561,1,0,0.05,0,0.05,0.05,0.95,0.95,1
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980392157,0.007518797,0,0,0,0,0.04,0.1,0,1,0.0048780488,0.01,0.09,0.3,0,0,0,0.62,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.19,0,0.81,1,0,1,0,1,0,0,1,0,0,0.26,0,0.74,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.18,0,0.82,1,0,1,0,1,0,0,1,0,0,0.19,0,0.81,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12,1,0.88,0,0,1,0,1,0,0,1,0,0,0.16,1,0.84,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6254901961,0,0.07,0,0.89,1,0,1,0,1,0,0,1,0,0,0.08,0,0.89,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5843137255,0,0.1,0,0.89,1,0,1,0,1,0,0,1,0,0,0.09,0,0.9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12,0,0.87,1,0,1,0,1,0,0,1,0,0,0.16,0,0.81,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.09,0,0.91,1,0,1,0,1,0,0,1,0,0,0.06,0,0.94,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06,0,0.94,1,0,1,0,1,0,0,1,0,0,0.03,0,0.97,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01,1,0.99,0,0,1,0,1,0,0,1,0,0,0.03,1,0.97,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18,0,0.82,1,0,1,0,1,0,0,1,0,0,0.18,0,0.82,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.08,0,0.91,1,0,1,0,1,0,0,1,0,0,0.11,0,0.87,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9941176471,0,0.07,0,0.93,1,0,1,0,1,0,0,1,0,0,0.1,0,0.9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.07,0,0.92,1,0,1,0,1,0,0,1,0,0,0.09,0,0.89,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02,0,0.98,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23,0,0.77,1,0,1,0,1,0,0,1,0,0,0.31,0,0.69,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.06,0,0.94,1,0,0.96,0,1,0,0,1,0,0,0.04,0,0.96,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.95,1,0,0.96,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.16,0,0.84,1,0,1,0,1,0,0,1,0,0,0.21,0,0.79,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.15,0,0.85,1,0,1,0,1,0,0,1,0,0,0.16,0,0.84,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11,1,0.89,0,0,1,0,1,0,0,1,0,0,0.22,1,0.78,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.21,0,0.78,1,0,1,0,1,0,0,1,0,0,0.23,0,0.77,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13,0,0.87,1,0,1,0,1,0,0,1,0,0,0.14,0,0.86,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23,0,0.77,1,0,1,0,1,0,0,1,0,0,0.32,0,0.68,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.19,0,0.81,1,0,1,0,1,0,0,1,0,0,0.23,0,0.77,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.13,0,0.87,1,0,1,0,1,0,0,1,0,0,0.12,0,0.88,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215686275,0.0676691729,0,0,0,0,0.83,0.25,0,1,0.043902439,0.04,0.33,0.86,0,0,0,0.14,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.29,1,0.71,0,0,1,0,1,0,0,1,0,0,0.38,1,0.62,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01,0,0.99,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15,0,0.85,1,0,1,0,1,0,0,1,0,0,0.15,0,0.85,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0.89,1,0,1,0,1,0,0,1,0,0,0.14,0,0.86,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.94,1,0,0.96,0,1,0,0,0.95,0,0,0.03,0,0.97,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.28,1,0.72,0,0,1,0,1,0,0,1,0,0,0.05,1,0.95,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0.78,1,0,1,0,1,0,0,1,0,0,0.27,0,0.73,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03,0,0.97,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11,0,0.88,1,0,1,0,1,0,0,1,0,0,0.14,0,0.84,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.22,0,0.76,1,0,1,0,1,0,0,1,0,0,0.18,0,0.8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.04,0,0.96,1,0,1,0,1,0,0,1,0,0,0.07,0,0.93,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14,1,0.86,0,0,1,0,1,0,0,1,0,0,0.27,1,0.73,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14,0,0.86,1,0,1,0,1,0,0,1,0,0,0.13,0,0.87,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,1,0,1,0,1,0,0,1,0,0,0.18,0,0.82,1,0
0,0.0736842105,0.0871894788,0,0,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0.0039215686,0.015037594,0,0,1,1,1,0,0,0.1456692913,0.1804878049,1,0,0.03,0,0.05,0.05,0.95,0.95,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12,0,0.85,1,0,1,0,1,0,0,1,0,0,0.15,0,0.85,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031372549,0,0,0,0,0,0.06,0.24,0,1,0,0,0.16,0.46,0,0,0,0.47,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13,0,0.87,1,0,1,0,1,0,0,1,0,0,0.12,0,0.88,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9176470588,0,0.06,1,0.93,0,0,1,0,1,0,0,1,0,0,0.1,1,0.9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.04,0,0.96,1,0,1,0,1,0,0,1,0,0,0.06,0,0.94,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0.8,1,0,1,0,1,0,0,1,0,0,0.27,0,0.73,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117647059,0.007518797,0,0,0,0,0.29,0.43,0,1,0.0048780488,0.01,0.24,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.17,1,0.83,0,0,1,0,1,0,0,1,0,0,0.14,1,0.86,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0.89,1,0,1,0,1,0,0,1,0,0,0.14,0,0.86,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,1,0.74,0,0,1,0,1,0,0,1,0,0,0.26,1,0.74,0,0
0,0.0736842105,0.0871894788,0,0,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.1220472441,0.1512195122,1,0,0.03,0,0.06,0.06,0.94,0.94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23,0,0.77,1,0,1,0,1,0,0,1,0,0,0.19,0,0.81,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16,0,0.82,1,0,1,0,1,0,0,1,0,0,0.25,0,0.75,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.06,0,0.93,1,0,1,0,1,0,0,1,0,0,0.02,0,0.98,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.04,0,0.96,1,0,1,0,1,0,0,1,0,0,0.07,0,0.93,1,0
0,0.0005847953,0.0360448125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431372549,0.007518797,0,0,0,0,0.09,0.17,0,1,0.0048780488,0.01,0.8,0.22,0,0.16,0,0.62,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0.96,1,0,1,0,1,0,0,1,0,0,0.07,0,0.93,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0.75,1,0,1,0,1,0,0,1,0,0,0.2,0,0.8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18,0,0.82,1,0,1,0,1,0,0,1,0,0,0.16,0,0.84,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07,0,0.93,1,0,0.96,0,1,0,0,0.91,0,0,0.05,0,0.95,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.08,0,0.9,1,0,0.95,0,1,0,0,0.91,0,0,0.08,0,0.92,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.06,0,0.94,1,0,0.96,0,1,0,0,1,0,0,0.04,0,0.96,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22,0,0.78,1,0,1,0,1,0,0,1,0,0,0.36,0,0.64,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01,0,0.99,1,0,1,0,1,0,0,1,0,0,0.02,0,0.98,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098039216,0.037593985,0,0,0,0,1,0,0,1,0.0243902439,0.02,0.28,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.22,0,0.78,1,0,1,0,1,0,0,1,0,0,0.25,0,0.75,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.12,0,0.88,1,0,1,0,1,0,0,1,0,0,0.13,0,0.87,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11,0,0.89,1,0,1,0,1,0,0,1,0,0,0.09,0,0.91,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019607843,0.007518797,0,0,0,0,1,0,0,1,0.0048780488,0.01,0.73,0.35,0,0.03,0,0.62,0,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215686275,0,0,0,0,0,0.08,0.42,0,1,0,0,0.7,0.39,0,0,0,0.61,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15,0,0.85,1,0,1,0,1,0,0,1,0,0,0.16,0,0.84,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647058824,0.022556391,0,0,0,0,0.12,0.09,0,1,0.2292682927,0.19,0.2,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15,1,0.85,0,0,1,0,1,0,0,1,0,0,0.16,1,0.84,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.02,0,0.97,1,0,1,0,1,0,0,1,0,0,0,0,0.98,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.22,0,0.78,1,0,1,0,1,0,0,1,0,0,0.25,0,0.75,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03,0,0.97,1,0,1,0,1,0,0,1,0,0,0.05,0,0.95,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.16,0,0.84,1,0,1,0,1,0,0,1,0,0,0.17,0,0.83,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9941176471,0,0.06,0,0.94,1,0,1,0,1,0,0,1,0,0,0.1,0,0.9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9960784314,0,0.08,0,0.9,1,0,0.95,0,1,0,0,0.91,0,0,0.08,0,0.92,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23,0,0.77,1,0,1,0,1,0,0,1,0,0,0.27,0,0.73,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2215686275,0.7744360902,0,0,0,0,0.91,0.02,0,1,0.8731707317,0.71,0.04,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980392157,0,0.29,0,0.71,1,0,1,0,1,0,0,1,0,0,0.33,0,0.67,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235294118,0,0,0,0,0,0.08,0.31,0,1,0,0,0.48,0.67,0,0,0,0.33,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09,0,0.91,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,1,0.7,0,0,1,0,1,0,0,1,0,0,0.05,1,0.95,0,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037254902,0.007518797,0,0,0,0,0.1,0.3,0,1,0.0048780488,0.01,0.31,0.88,0,0,0,0.12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14,0,0.86,1,0,1,0,1,0,0,1,0,0,0.14,0,0.86,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.95,1,0,1,0,1,0,0,1,0,0,0.05,0,0.95,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14,1,0.86,0,0,1,0,1,0,0,1,0,0,0.16,1,0.84,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.95,1,0,1,0,1,0,0,1,0,0,0.04,0,0.96,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9941176471,0,0.07,1,0.92,0,0,1,0,1,0,0,1,0,0,0.08,1,0.92,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745098039,0,0.15,0,0.85,1,0.03,1,0,1,0,0,0.47,0,0,0.02,0,0.14,1,0
0,0.0005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843137255,0.1203007519,0,0,0,0,0.39,0.09,0,1,0.4048780488,0.33,0.06,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16,0,0.82,1,0,1,0,1,0,0,1,0,0,0.17,0,0.83,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14,0,0.86,1,0,1,0,1,0,0,1,0,0,0.12,0,0.88,1,0
