0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600060006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004365859,0
0,0.0392156863,0.1098039216,0,0.112,0.1568627451,0.3094910591,0,0,0.0308030803,0,0.0579110651,0,0,0,0,0,0.0840840841,0.1802666667,0,0.100810081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261437908,0,0,0,0,0.0157286337,0,0.0154566168,0,0.0041857885,0.0138937812,0.0667271902,0.0408207815,1
0,0,0,0,0,0,0.3383768913,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587166697,0,0,0.0002587381,0.0027235588,0.0038201266,1
0,0,0,0,0,0,0,0,0.1730038023,0,0,0,0,0,0,0,0,0,0.0485333333,0,0.2475247525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267197271,0,0.0173963914,0,0,0.0017249206,0.0122560145,0.0093865968,1
0.1129032258,0.0231092437,0.0647058824,0,0.008,0.1148459384,0.0110041265,0.0216021602,0,0.0770077008,0.1264367816,0.0589451913,0.1621621622,0,0.0544217687,0,0,0,0.1541333333,0,0.0810081008,0,0.0293577982,0.0420512821,0,0,0,0,0,0,0,0,0.00440044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119386015,0,0.0083441099,0.0318174246,0.0047909627,0.0035442578,0.11938266,0.0726915521,1
0,0.2121848739,0,0,0,0,0,0,0,0.1666666667,0,0,0,0,0,0,0,0,0.1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727,0,0,0,0,0,0.1414565826,0,0,0,0,0,0,0,0,0,0.0016059918,0.0090785293,0.0038201266,0
0.0322580645,0,0.0411764706,0,0.172,0.1204481793,0,0,0.0133079848,0.0077007701,0.0268199234,0.0589451913,0.0630630631,0.007,0,0,0.0392156863,0,0.2298666667,0.0448,0.0576057606,0,0.1834862385,0.0071794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196078431,0,0,0,0,0,0.0028660139,0.0121281031,0,0,0.0343161752,0,0.0006454834,0.0040853382,0.0413665139,1
0,0,0.1450980392,0,0.185,0.1036414566,0.0508940853,0,0,0.0407040704,0,0.038262668,0,0,0,0.0555,0,0,0.0986666667,0,0.300630063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500284252,0,0,0,0,0.0013545166,0.0049931911,0.0186640472,1
0,0,0,0,0,0,0,0,0,0,0,0.4395036194,0,0,0,0,0,0,0.3402666667,0,0,0,0,0,0,0,0.0636063606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001207444,0.0009078529,0.0017463436,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249024902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1635398901,0.0350404313,0,0,0,0.0031629596,0.0145256468,0.0160445318,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000648207,0.0018157059,0.0012006112,0
0,0,0.6745098039,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1834666667,0,0,0,0,0,0,0,0.103210321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115406481,0,0,0,0,0.0004539265,0.0013617794,0.0015280506,0
0,0,0.2607843137,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1197119712,0,0,0,0.3840614498,0.4801920768,0,0,0,0,0,0,0,0,0,0,0.2633663366,0.4801920768,0.1197119712,0,0,0.3600360036,0,0,0,0,0,0,0.2065918319,0,0.0529282039,0,0,0,0.0005873808,0.0049931911,0.0029469548,0
0,0,0,0,0,0,0,0,0,0,0,0.145811789,0,0,0,0,0.0980392157,0,0.0752,0,0.1269126913,0,0,0,0,0,0.0210021002,0,0,0,0.056,0,0,0,0,0,0,0,0,0.4453781513,0,0,0,0,0,0,0,0,0,0.0505969301,0.0161725067,0,0,0,0.0153036768,0.0898774399,0.0408207815,0
0,0,0.1490196078,0,0.076,0,0.0687757909,0.0450045005,0,0.0555555556,0,0.0258531541,0.2738738739,0,0.1723356009,0,0,0.2282282282,0.1082666667,0,0.1368136814,0,0.1394495413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1050420168,0,0,0,0,0,0,0,0,0,0.0140231192,0,0.0126855102,0.0686323505,0,0.0013082161,0.0081706764,0.0270683257,1
0,0,0.1254901961,0,0,0.1792717087,0,0,0,0,0,0,0,0,0,0.032,0,0,0.1381333333,0,0,0,0.1174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1267326733,0,0,0,0,0,0,0,0,0,0,0,0.0224504418,0.0358158044,0.0695907866,0.0203830285,0,0,0.0082324103,0.0590104403,0.0317616241,1
0,0.0287114846,0.0803921569,0,0.206,0,0.22696011,0.0738073807,0,0,0,0,0,0,0,0.1235,0,0.1231231231,0.1317333333,0,0.0738073807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191409897,0,0,0,0,0.0502179269,0,0.0061272246,0,0,0.0135197458,0.1021334544,0.0484610347,1
0,0.0224089636,0,0,0,0,0,0,0,0,0,0.0672182006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1261378414,0,0,0.0585058506,0,0,0,0,0,0,0,0,0,0,0.0142126208,0,0,0,0,0.0011520654,0.0145256468,0.0127701375,1
0,0.0798319328,0.2235294118,0,0,0,0,0,0.216730038,0,0,0.1178903826,0,0,0,0,0,0,0,0,0.3096309631,0,0,0.1169230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328169249,0,0.0024339537,0.0154334998,0.008731718,1
0.1036866359,0.0630252101,0.1764705882,0,0.045,0,0,0.0405040504,0,0.099009901,0,0.2337125129,0,0.045,0,0.0225,0,0,0.096,0,0.4473447345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046238393,0,0.0502186095,0.0406463435,0.0040849261,0.0575724013,0.32092601,0.0842610784,1
0,0,0,0,0,0,0,0,0,0,0,0.0330920372,0,0,0,0,0,0.0975975976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1920792079,0,0,0,0,0,0,0,0,0,0,0.097,0,0.0189501611,0,0,0,0,0.0014434862,0.0308669995,0.0420213927,0
0,0,0.031372549,0,0.033,0,0.0220082531,0,0.0950570342,0,0.061302682,0,0,0,0,0.025,0,0.2252252252,0.0352,0,0,0,0,0,0.0158425348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166761417,0,0.0272184248,0.125270698,0.0011094861,0.0039291875,0.0208806173,0.1185330714,1
0,0,0.168627451,0,0,0,0,0,0,0,0,0.0889348501,0,0,0,0,0,0,0.1386666667,0,0.0774077408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2408963585,0,0,0,0,0,0,0,0,0.0051419422,0,0,0.0004539265,0.0013617794,0.0025103689,0
0.0806451613,0,0.068627451,0,0.035,0.1960784314,0.0481430536,0.1269126913,0,0,0.1340996169,0.1096173733,0,0,0,0.035,0.1484593838,0,0.2826666667,0.4512,0.2538253825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163398693,0,0,0,0,0,0,0.0126547201,0,0,0.0017403541,0.0267816614,0.0231390526,1
0,0,0.1431372549,0,0.036,0.1008403361,0,0,0,0,0,0,0,0,0,0,0,0,0.1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196656198,0,0,0.0001189287,0.0013617794,0.0074219603,0
0,0,0,0,0,0,0,0,0,0,0,0.1003102378,0,0,0,0,0,0,0.1034666667,0,0.0873087309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580838323,0,0,0,0.0483229107,0,0,0,0.0064047607,0.0012201543,0.0045392646,0.0073128138,0
0.0322580645,0.0098039216,0.0568627451,0,0,0,0,0,0.1939163498,0.0159515952,0.0536398467,0.0599793175,0,0,0,0,0,0.021021021,0.1253333333,0.0224,0.0918091809,0,0,0.0451282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348139256,0,0,0,0,0,0,0.0065359477,0,0,0,0,0.0386583286,0,0.0047108812,0.0254872564,0.005143981,0.0015478892,0.0326827054,0.0400567562,1
0,0,0,0,0,0,0,0,0,0,0,0.6080661841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295892604,0,0,0.001210168,0.0036314117,0.0014189042,0
0,0,0,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,0.0336,0,0,0,0,0,0.1517042727,0,0,0,0,0,0,0,0,0,0.0315,0,0,0,0,0,0,0,0,0.0315,0,0,0,0,0,0,0,0,0,0,0.0005083976,0.0036314117,0.0068762279,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1323132313,0,0,0,0.0880239521,0,0,0,0.0634830396,0,0,0,0.0084220082,0.001499773,0.0045392646,0.0065487885,0
0.0276497696,0,0.0235294118,0,0,0,0,0,0,0,0.0459770115,0.0392967942,0,0,0,0,0.0168067227,0,0.0949333333,0,0.0459045905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237623762,0,0,0,0,0.0225022502,0,0,0.0056022409,0.0377245509,0,0,0.0042990208,0.0140231192,0,0.001693454,0,0.0009077614,0.0018883341,0.0281434408,0.0456232264,0
0,0,0,0,0,0,0,0,0,0.0434543454,0,0.0816959669,0,0,0,0,0,0.1186186186,0.0842666667,0,0.2142214221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1564356436,0,0,0,0,0,0,0,0.0737628385,0,0,0,0.0322426558,0.0767481524,0,0.0083133198,0,0,0.0005519746,0.0054471176,0.0039292731,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600060006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004365859,0
0,0,0,0,0,0,0,0,0,0,0,0.0868665977,0,0,0,0,0,0,0.1344,0,0.1512151215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1092327698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263407239,0,0,0,0,0.0002759873,0.0022696323,0.0031652478,1
0,0,0,0,0,0,0,0,0.1254752852,0,0.2528735632,0,0,0,0,0.099,0,0.2972972973,0.1056,0,0.0594059406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135476322,0,0,0.0003467998,0.0018157059,0.0050207378,0
0.2142857143,0,0,0,0.093,0,0.2558459422,0,0,0,0,0.2895553257,0.1675675676,0,0,0,0,0,0.4485333333,0,0.1674167417,0,0,0.0953846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310782642,0,0.071001909,0.0273196735,0,0.0066382206,0.012709941,0.0144073346,1
0.0253456221,0.0154061625,0.0215686275,0,0.045,0.1260504202,0,0.0099009901,0.1939163498,0.0874587459,0.0421455939,0.0351602896,0.0396396396,0.011,0.4897959184,0,0.0630252101,0.0165165165,0.1882666667,0,0.1125112511,0,0.0825688073,0.0461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231092437,0,0,0,0,0.0210084034,0,0,0,0.0042990208,0.0322152738,0,0.0081593694,0.0219890055,0,0.0029187472,0.0649114843,0.0725824056,1
0,0,0.2568627451,0,0,0,0,0,0,0,0,0.1354705274,0,0,0,0,0,0,0.0698666667,0,0.4734473447,0,0,0.1343589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349825087,0,0.0031774852,0.0108942351,0.0057847632,1
0,0,0.1196078431,0,0,0,0,0,0,0,0,0.063081696,0,0,0,0,0,0,0.0325333333,0,0,0,0,0,0.2650024004,0.0732292917,0.0366036604,0.0671067107,0.061,0.3129251701,0.0488,0.1281512605,0,0.1281512605,0.0305,0.0793237971,0,0,0.1098109811,0.1281512605,0,0,0,0,0.0284780579,0,0,0,0,0.0270987303,0,0,0,0,0.0024348616,0.0226963232,0.0163719712,0
0,0.0434173669,0.1215686275,0,0,0,0,0,0,0.0682068207,0,0,0,0,0,0.031,0,0.0930930931,0,0,0.2790279028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2455445545,0,0.1674167417,0,0,0,0,0,0,0.074251497,0,0,0,0.0727686185,0,0.0088675411,0,0.0048413939,0.0045392646,0.0522015433,0.031979917,0
0.0414746544,0,0.0352941176,0,0.157,0.1008403361,0.0082530949,0.0054005401,0.0114068441,0.0066006601,0.0229885057,0.0558428128,0.0540540541,0.006,0,0,0.1008403361,0.009009009,0.2394666667,0.0384,0.098109811,0,0.1559633028,0.0061538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168067227,0,0.0028011204,0,0,0,0.0023883449,0.0098540838,0,0.0003079007,0.0278194236,0,0.0006718112,0.0049931911,0.0481335953,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600060006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004365859,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7998079693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3888888889,0,0,0,0,0,0,0,0,0,0.0030258738,0.0086246028,0.0027286619,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1336633663,0,0,0,0,0,0,0,0,0.2187218722,0,0,0,0,0,0,0,0,0,0,0,0,0.0005674081,0.0022696323,0.0013097577,0
0,0,0,0,0,0,0,0,0,0,0,0.1664943123,0,0,0,0,0,0.2417417417,0.1717333333,0,0.1449144914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001643214,0.0009078529,0.0013097577,0
0.0138248848,0,0,0,0,0.0336134454,0,0,0,0.0066006601,0,0.0196483971,0,0,0.0136054422,0.0095,0.0168067227,0,0.0928,0.0096,0.1107110711,0,0.0458715596,0.0061538462,0.1084973596,0.0228091236,0.00180018,0.0209020902,0,0.0323129252,0.0256,0,0,0,0.0125,0,0.0633663366,0,0.0171017102,0,0,0,0,0,0.0028011204,0,0,0.012,0,0.0625355316,0.0044106837,0.0019705647,0.0091620856,0,0.0009296414,0.0108942351,0.0977952412,0
0,0,0,0,0.097,0,0.1334250344,0,0,0,0,0,0,0,0,0.0485,0,0,0,0,0.1746174617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485,0,0,0,0,0,0,0,0.0256789211,0,0,0.0018629142,0.0304130731,0.0125518446,1
0,0,0.3058823529,0,0,0,0.2145804677,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728291317,0,0,0,0,0.0441538753,0,0.0215530513,0,0,0.0010213345,0.0049931911,0.0036018337,1
0,0,0,0,0,0,0,0,0,0,0,0.1571871768,0,0,0,0,0,0,0.0405333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106442577,0,0,0,0,0.045508982,0,0,0,0.0223611901,0,0,0,0,0.0006672719,0.0040853382,0.0063304955,0
0.0207373272,0.006302521,0.2235294118,0,0.038,0,0,0.0081008101,0,0.0104510451,0.1455938697,0.0196483971,0,0,0,0.033,0,0,0.0810666667,0,0.1278127813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106442577,0,0,0,0,0,0.0105087175,0.011180595,0,0.0181969333,0,0,0.0020699047,0.0136177939,0.0840427854,1
0,0,0,0,0,0,0,0,0,0,0,0.3691830403,0,0,0,0,0,0,0,0,0.9639963996,0,0,0,0,0,0.1071107111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006548788,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429333333,0,0.1206120612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312791783,0,0,0,0,0,0,0.0145021245,0,0,3.00E-005,0.0004539265,0.0032743942,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2430243024,0,0,0,0,0,0.0810081008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133013117,0,0,0.0009078529,0.006808897,0.006439642,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4570331253,0.2857142857,0.1428142814,0.5236523652,0.476,0.8095238095,0.3808,1,0,1,0.238,0.6189856957,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2382035247,0,0,0,0,0.0021180209,0.0045392646,0.0031652478,0
0,0,0.1450980392,0,0,0,0,0,0,0.0407040704,0,0,0.0666666667,0.074,0,0,0.0518207283,0,0.0197333333,0,0.0333033303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2198019802,0,0,0,0,0,0,0.0185,0,0,0,0,0,0.0464278946,0,0,0,0,0.0033281888,0.0285973672,0.0212835625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011348162,0.0022696323,0.0008731718,0
0.0414746544,0,0.0352941176,0,0.157,0.1008403361,0.0082530949,0.0054005401,0.0114068441,0.0066006601,0.0229885057,0.0558428128,0.0540540541,0.006,0,0,0.1008403361,0.009009009,0.2421333333,0.0384,0.098109811,0,0.1541284404,0.0061538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168067227,0,0.0028011204,0,0,0,0.0023883449,0.0098540838,0,0.0003079007,0.0278194236,0,0.0006654562,0.0049931911,0.0481335953,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0,0.099909991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453537779,0,0,0.0027880163,0.012709941,0.0123335516,1
0,0,0,0,0.309,0,0.1416781293,0.0927092709,0,0.0566556656,0,0.1065149948,0,0,0,0.103,0,0,0.1098666667,0,0.0927092709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048085901,0,0,0,0,0,0,0,0,0,0.0087989106,0.0290512937,0.0150622135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379949504,0,0,0.0018157059,0.0018157059,0.0015280506,0
0,0,0.3196078431,0,0,0,0,0,0,0,0,0.1685625646,0,0,0,0.0815,0,0,0.0869333333,0,0.1467146715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001643214,0.0009078529,0.0013097577,0
0.0944700461,0,0.162745098,0,0,0.1148459384,0,0,0,0,0,0.0858324716,0,0,0,0,0,0,0.0890666667,0,0.0369036904,0,0,0,0,0,0.0249024902,0,0,0.0697278912,0,0,0,0,0,0,0,0,0,0,0,0,0.1148459384,0,0,0,0,0,0,0,0,0,0,0,0.0001089424,0.0009078529,0.0060030561,0
0,0,0.231372549,0,0,0,0,0,0.1121673004,0,0,0,0,0,0,0,0,0,0.0944,0,0.1593159316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1168316832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096372929,0.0521405964,0,0.0059809351,0.0295052202,0.0139707487,0
0,0.106442577,0,0,0.076,0,0,0,0,0.0418041804,0,0,0,0,0,0,0,0,0,0,0.0684068407,0,0,0,0.0364858377,0.0456182473,0.0456045605,0,0,0,0,0.1596638655,0,0.1596638655,0,0,0.300990099,0,0.0684068407,0,0,0.0684068407,0.2128851541,0,0.035480859,0,0,0,0.028898973,0.0691680879,0.0296495957,0.0149947657,0,0,0.0008679074,0.0095324557,0.0097140362,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4171867499,0.2605042017,0.1302130213,0.4774477448,0.434,0.7380952381,0.3472,0.9117647059,0,0.9117647059,0.217,0.5643693108,0,0,0,0.9117647059,0,0,0,0,0,0,0,0,0,0.2105362896,0,0,0,0,0.0019064911,0.0045392646,0.0032743942,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600060006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004365859,0
0,0.0385154062,0.1078431373,0,0.223,0.1540616246,0,0.0495049505,0,0,0.2107279693,0,0,0,0,0,0,0.1666666667,0.0890666667,0,0.200720072,0,0,0.0564102564,0,0,0,0,0,0,0.044,0,0,0,0,0,0.1089108911,0,0,0,0,0,0,0,0,0,0,0,0,0.0502179269,0,0.0027095264,0.0588039314,0,0.0014262369,0.0045392646,0.0116786728,1
0,0,0,0,0,0,0,0,0,0,0,0.5439503619,0,0,0,0,0,0,0.2805333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322679968,0,0.0176004841,0.0021180209,0.0040853382,0.0031652478,1
0.1774193548,0,0,0,0.025,0,0,0,0,0,0,0.1323681489,0,0,0,0,0,0,0.1093333333,0,0.2079207921,0,0,0,0.0120019203,0.1542617047,0,0,0.051,0,0,0,0,0,0,0,0.0495049505,0,0,0,0,0,0,0,0,0,0,0,0,0.0221716885,0,0.0012008129,0,0,0.0027380844,0.0199727644,0.025758568,0
0.16359447,0,0.1392156863,0,0,0,0,0,0,0.0390539054,0,0.1478800414,0,0,0,0.0715,0,0,0.0762666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856287425,0,0,0,0,0,0,0,0,2.91E-005,0.0004539265,0.0033835407,0
0.2004608295,0,0.1705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934242941,0,0,0,0,0.0003123014,0.0013617794,0.004147566,0
