0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,class
0.3953488372,0.3461538462,0.4,0.1336633663,0.1139240506,0.1,0.0860927152,0.8181818182,0.0833333333,0.3970588235,0.1592356688,0.0592503023,0.2704402516,0.2205882353,0.2272727273,0.1,0.4333333333,0.3,1
0.5813953488,0.8461538462,0.8428571429,0.3910891089,0.1265822785,0.22,0.7350993377,0.1212121212,0.6666666667,0.8676470588,0.5987261146,0.6650544135,0.5974842767,0.1764705882,0.2272727273,0.25,0.3333333333,0.5666666667,0
0.3023255814,0.1153846154,0.3857142857,0.2871287129,0.2025316456,0.08,0.1721854305,0.6666666667,0.0833333333,0.1911764706,0.2101910828,0.1209189843,0.106918239,0.1029411765,0.0454545455,0.95,0.5666666667,0.7666666667,0
0.3023255814,0.1923076923,0.5714285714,0.2574257426,0.1518987342,0.12,0.2582781457,0.5151515152,0.1666666667,0.1617647059,0.3057324841,0.1934703748,0.1761006289,0.1617647059,0.0454545455,0.025,0.3666666667,0.3666666667,0
0.2790697674,0.0769230769,0.1142857143,0.0841584158,0.1392405063,0.06,0,1,0,0.0588235294,0.0063694268,0.0012091898,0.1823899371,0.2205882353,0.9545454545,0.1,0.2,0.2,0
0.5581395349,0.9615384615,0.9571428571,0.6237623762,0.2911392405,0.18,0.7417218543,0.1212121212,0.6666666667,0.9411764706,0.6560509554,0.6783555018,0.6163522013,0.1911764706,0,0.325,0.3666666667,0.5666666667,0
0.6279069767,0.6923076923,0.9,0.3465346535,0.1139240506,0.18,0.6357615894,0.1818181818,0.5833333333,0.6617647059,0.5796178344,0.5550181378,0.7106918239,0.2058823529,0.3636363636,0.225,0.3666666667,0.5,0
0.488372093,0.8461538462,0.8857142857,0.5693069307,0.3037974684,0.14,0.642384106,0.1818181818,0.5833333333,0.7794117647,0.5796178344,0.5646916566,0.7169811321,0.2205882353,0.0454545455,0.6,0.3333333333,0.5,0
0.3023255814,0.4230769231,0.4285714286,0.2772277228,0.2405063291,0.1,0.1986754967,0.6060606061,0.1666666667,0.4264705882,0.2229299363,0.146311971,0.3773584906,0.1470588235,0.5,0.025,0.5,0.5666666667,0
0.488372093,0.4230769231,0.7714285714,0.4504950495,0.2025316456,0.14,0.4701986755,0.303030303,0.4166666667,0.3823529412,0.4522292994,0.3881499395,0.3522012579,0.1029411765,0.1818181818,0.2,0.5,0.6,0
0.6511627907,0.6153846154,0.6714285714,0.3168316832,0.0886075949,0.04,0.6490066225,0.1515151515,0.5833333333,0.5147058824,0.6815286624,0.5937122128,0.5597484277,0.2794117647,0.0454545455,0.575,0.4666666667,0.2666666667,0
0.0465116279,0.1153846154,0.2571428571,0.0594059406,0.1139240506,0.08,0.059602649,0.8787878788,0,0.0882352941,0.0636942675,0.0362756953,0.0754716981,0.2794117647,0.1363636364,0.4,0.0666666667,0.1333333333,0
0.6976744186,0.8076923077,0.8285714286,0.6089108911,0.253164557,0.04,0.9006622517,0.0303030303,0.8333333333,0.6470588235,0.949044586,0.8851269649,0.9622641509,0.4264705882,0.2272727273,0.275,0.2,0.0333333333,0
0.4418604651,0.5,0.7142857143,0.2722772277,0.2025316456,0.18,0.3046357616,0.4848484848,0.25,0.5735294118,0.2866242038,0.2188633615,0.3899371069,0.1617647059,0.3181818182,0.525,0.4333333333,0.6333333333,1
0.2558139535,0.5384615385,0.5571428571,0.2227722772,0.1898734177,0.14,0.2185430464,0.5757575758,0.1666666667,0.5,0.2547770701,0.1620314389,0.4528301887,0.1911764706,0,0.15,0.4,0.5666666667,1
0.511627907,0.5,0.6571428571,0.4306930693,0.2025316456,0.08,0.5165562914,0.2424242424,0.4166666667,0.4264705882,0.5350318471,0.4498186215,0.4088050314,0.2058823529,0.0909090909,0.65,0.6,0.5333333333,0
0.3953488372,0.3846153846,0.5142857143,0.3069306931,0.1518987342,0.1,0.2450331126,0.5454545455,0.1666666667,0.3382352941,0.3248407643,0.1825876663,0.4088050314,0.1323529412,0.6818181818,0.05,0.5666666667,0.5333333333,0
0.6279069767,0.8076923077,0.9285714286,0.5643564356,0.2151898734,0.2,0.7152317881,0.1212121212,0.6666666667,0.8235294118,0.5732484076,0.6493349456,0.5660377358,0.1176470588,0,0.45,0.4333333333,0.6333333333,0
0.2790697674,0.3461538462,0.3428571429,0.1435643564,0.1265822785,0.08,0.059602649,0.8484848485,0,0.3823529412,0.101910828,0.0435308343,0.320754717,0.1029411765,0.3636363636,0.1,0.5666666667,0.5666666667,1
0.5581395349,0.5,0.8857142857,0.396039604,0.164556962,0.14,0.5496688742,0.2424242424,0.5,0.4264705882,0.5796178344,0.4679564692,0.5597484277,0.2058823529,0.5909090909,0.325,0.4333333333,0.5333333333,0
0.3720930233,0.3076923077,0.3428571429,0.103960396,0.0632911392,0.1,0.1655629139,0.7272727273,0.0833333333,0.3676470588,0.1847133758,0.1015719468,0.3270440252,0.3235294118,0.3181818182,0.475,0.2,0.1,1
0.511627907,0.5,0.5,0.4702970297,0.3037974684,0.1,0.3443708609,0.3939393939,0.25,0.4705882353,0.3375796178,0.2793228537,0.4465408805,0.1470588235,0.5909090909,0.225,0.8,0.7333333333,0
0.3488372093,0.3846153846,0.6571428571,0.2623762376,0.1772151899,0.14,0.2317880795,0.5757575758,0.1666666667,0.5735294118,0.2165605096,0.1632406288,0.1949685535,0.0735294118,0.0454545455,0.65,0.7,0.8666666667,1
0.7441860465,0.8076923077,0.9571428571,0.4207920792,0.1265822785,0.18,0.701986755,0.1515151515,0.6666666667,0.8235294118,0.6242038217,0.6263603386,0.6603773585,0.1617647059,0.5454545455,0.575,0.4333333333,0.6666666667,0
0.2558139535,0.3461538462,0.3142857143,0.2277227723,0.2151898734,0.16,0.1258278146,0.7272727273,0.0833333333,0.3529411765,0.1656050955,0.0882708585,0.3144654088,0.1176470588,0.3181818182,0.025,0.5666666667,0.6666666667,1
0.3720930233,0.1538461538,0.4714285714,0.396039604,0.2911392405,0.08,0.2649006623,0.4848484848,0.1666666667,0.1911764706,0.3375796178,0.207980653,0.1132075472,0.1764705882,0,0.1,0.7333333333,0.7,0
0.5581395349,0.7307692308,0.8857142857,0.4207920792,0.1518987342,0.16,0.6225165563,0.1818181818,0.5833333333,0.6617647059,0.5668789809,0.5453446191,0.5534591195,0.1617647059,0.0454545455,0.55,0.3666666667,0.5666666667,0
0.2558139535,0.3076923077,0.4428571429,0.2673267327,0.2151898734,0.1,0.2450331126,0.5454545455,0.1666666667,0.2941176471,0.2802547771,0.1813784764,0.2704402516,0.2058823529,0.1363636364,0.2,0.4666666667,0.4333333333,0
0.488372093,0.5,0.7428571429,0.5198019802,0.253164557,0.16,0.5364238411,0.2424242424,0.4166666667,0.4264705882,0.5923566879,0.46191052,0.534591195,0.1617647059,0,0.35,0.4,0.5333333333,0
